OfficerID,CaseID,OfficerName,Rank,PoliceStation,Contact,RankID,DesignationID,UnitID,DistrictID,StateID,Email,Status,JoiningDate
OFF152,CASE00048,Mysuru Officer 7,Police Constable,Mysuru Cyber Crime PS,948080147,R010,DES009,U044,DIS010,ST001,officer.off152@ksp.gov.in,Active,2018-06-15
OFF153,CASE00049,Mysuru Officer 8,CID Officer,Mysuru Traffic PS,948080148,R004,DES004,U045,DIS010,ST001,officer.off153@ksp.gov.in,Active,2018-06-15
OFF154,CASE00050,Mysuru Officer 9,Crime Branch Specialist,Mysuru Town PS,948080149,R006,DES007,U042,DIS010,ST001,officer.off154@ksp.gov.in,Active,2018-06-15
OFF155,CASE00051,Mysuru Officer 10,Superintendent of Police,Mysuru Central PS,948080150,R005,DES005,U043,DIS010,ST001,officer.off155@ksp.gov.in,Active,2018-06-15
OFF156,CASE00052,Mysuru Officer 11,Deputy Superintendent of Police,Mysuru Cyber Crime PS,948080151,R006,DES005,U044,DIS010,ST001,officer.off156@ksp.gov.in,Active,2018-06-15
OFF157,CASE00053,Mysuru Officer 12,Circle Inspector,Mysuru Traffic PS,948080152,R007,DES001,U045,DIS010,ST001,officer.off157@ksp.gov.in,Active,2018-06-15
OFF158,CASE00054,Mysuru Officer 13,Police Sub-Inspector,Mysuru Town PS,948080153,R008,DES002,U042,DIS010,ST001,officer.off158@ksp.gov.in,Active,2018-06-15
OFF159,CASE00055,Mysuru Officer 14,Assistant Sub-Inspector,Mysuru Central PS,948080154,R009,DES003,U043,DIS010,ST001,officer.off159@ksp.gov.in,Active,2018-06-15
OFF160,CASE00056,Mysuru Officer 15,Head Constable,Mysuru Cyber Crime PS,948080155,R010,DES009,U044,DIS010,ST001,officer.off160@ksp.gov.in,Active,2018-06-15
OFF161,CASE00057,Mandya Officer 1,Superintendent of Police,Mandya Town PS,948080156,R005,DES005,U046,DIS011,ST001,officer.off161@ksp.gov.in,Active,2018-06-15
OFF162,CASE00058,Mandya Officer 2,Deputy Superintendent of Police,Mandya Central PS,948080157,R006,DES005,U047,DIS011,ST001,officer.off162@ksp.gov.in,Active,2018-06-15
OFF163,CASE00059,Mandya Officer 3,Circle Inspector,Mandya Cyber Crime PS,948080158,R007,DES001,U048,DIS011,ST001,officer.off163@ksp.gov.in,Active,2018-06-15
OFF164,CASE00060,Mandya Officer 4,Police Sub-Inspector,Mandya Traffic PS,948080159,R008,DES002,U049,DIS011,ST001,officer.off164@ksp.gov.in,Active,2018-06-15
OFF165,CASE00061,Mandya Officer 5,Assistant Sub-Inspector,Mandya Town PS,948080160,R009,DES003,U046,DIS011,ST001,officer.off165@ksp.gov.in,Active,2018-06-15
OFF166,CASE00062,Mandya Officer 6,Head Constable,Mandya Central PS,948080161,R010,DES009,U047,DIS011,ST001,officer.off166@ksp.gov.in,Active,2018-06-15
OFF167,CASE00063,Mandya Officer 7,Police Constable,Mandya Cyber Crime PS,948080162,R010,DES009,U048,DIS011,ST001,officer.off167@ksp.gov.in,Active,2018-06-15
OFF168,CASE00064,Mandya Officer 8,CID Officer,Mandya Traffic PS,948080163,R004,DES004,U049,DIS011,ST001,officer.off168@ksp.gov.in,Active,2018-06-15
OFF169,CASE00065,Mandya Officer 9,Crime Branch Specialist,Mandya Town PS,948080164,R006,DES007,U046,DIS011,ST001,officer.off169@ksp.gov.in,Active,2018-06-15
OFF170,CASE00066,Mandya Officer 10,Superintendent of Police,Mandya Central PS,948080165,R005,DES005,U047,DIS011,ST001,officer.off170@ksp.gov.in,Active,2018-06-15
OFF171,CASE00067,Mandya Officer 11,Deputy Superintendent of Police,Mandya Cyber Crime PS,948080166,R006,DES005,U048,DIS011,ST001,officer.off171@ksp.gov.in,Active,2018-06-15
OFF172,CASE00068,Mandya Officer 12,Circle Inspector,Mandya Traffic PS,948080167,R007,DES001,U049,DIS011,ST001,officer.off172@ksp.gov.in,Active,2018-06-15
OFF173,CASE00069,Mandya Officer 13,Police Sub-Inspector,Mandya Town PS,948080168,R008,DES002,U046,DIS011,ST001,officer.off173@ksp.gov.in,Active,2018-06-15
OFF174,CASE00070,Mandya Officer 14,Assistant Sub-Inspector,Mandya Central PS,948080169,R009,DES003,U047,DIS011,ST001,officer.off174@ksp.gov.in,Active,2018-06-15
OFF175,CASE00071,Mandya Officer 15,Head Constable,Mandya Cyber Crime PS,948080170,R010,DES009,U048,DIS011,ST001,officer.off175@ksp.gov.in,Active,2018-06-15
OFF176,CASE00072,Hassan Officer 1,Superintendent of Police,Hassan Town PS,948080171,R005,DES005,U050,DIS012,ST001,officer.off176@ksp.gov.in,Active,2018-06-15
OFF177,CASE00073,Hassan Officer 2,Deputy Superintendent of Police,Hassan Central PS,948080172,R006,DES005,U051,DIS012,ST001,officer.off177@ksp.gov.in,Active,2018-06-15
OFF178,CASE00074,Hassan Officer 3,Circle Inspector,Hassan Cyber Crime PS,948080173,R007,DES001,U052,DIS012,ST001,officer.off178@ksp.gov.in,Active,2018-06-15
OFF179,CASE00075,Hassan Officer 4,Police Sub-Inspector,Hassan Traffic PS,948080174,R008,DES002,U053,DIS012,ST001,officer.off179@ksp.gov.in,Active,2018-06-15
OFF180,CASE00076,Hassan Officer 5,Assistant Sub-Inspector,Hassan Town PS,948080175,R009,DES003,U050,DIS012,ST001,officer.off180@ksp.gov.in,Active,2018-06-15
OFF181,CASE00077,Hassan Officer 6,Head Constable,Hassan Central PS,948080176,R010,DES009,U051,DIS012,ST001,officer.off181@ksp.gov.in,Active,2018-06-15
OFF182,CASE00078,Hassan Officer 7,Police Constable,Hassan Cyber Crime PS,948080177,R010,DES009,U052,DIS012,ST001,officer.off182@ksp.gov.in,Active,2018-06-15
OFF183,CASE00079,Hassan Officer 8,CID Officer,Hassan Traffic PS,948080178,R004,DES004,U053,DIS012,ST001,officer.off183@ksp.gov.in,Active,2018-06-15
OFF184,CASE00080,Hassan Officer 9,Crime Branch Specialist,Hassan Town PS,948080179,R006,DES007,U050,DIS012,ST001,officer.off184@ksp.gov.in,Active,2018-06-15
OFF185,CASE00081,Hassan Officer 10,Superintendent of Police,Hassan Central PS,948080180,R005,DES005,U051,DIS012,ST001,officer.off185@ksp.gov.in,Active,2018-06-15
OFF186,CASE00082,Hassan Officer 11,Deputy Superintendent of Police,Hassan Cyber Crime PS,948080181,R006,DES005,U052,DIS012,ST001,officer.off186@ksp.gov.in,Active,2018-06-15
OFF187,CASE00083,Hassan Officer 12,Circle Inspector,Hassan Traffic PS,948080182,R007,DES001,U053,DIS012,ST001,officer.off187@ksp.gov.in,Active,2018-06-15
OFF188,CASE00084,Hassan Officer 13,Police Sub-Inspector,Hassan Town PS,948080183,R008,DES002,U050,DIS012,ST001,officer.off188@ksp.gov.in,Active,2018-06-15
OFF189,CASE00085,Hassan Officer 14,Assistant Sub-Inspector,Hassan Central PS,948080184,R009,DES003,U051,DIS012,ST001,officer.off189@ksp.gov.in,Active,2018-06-15
OFF190,CASE00086,Hassan Officer 15,Head Constable,Hassan Cyber Crime PS,948080185,R010,DES009,U052,DIS012,ST001,officer.off190@ksp.gov.in,Active,2018-06-15
OFF191,CASE00087,Chamarajanagara Officer 1,Superintendent of Police,Chamarajanagara Town PS,948080186,R005,DES005,U054,DIS013,ST001,officer.off191@ksp.gov.in,Active,2018-06-15
OFF192,CASE00088,Chamarajanagara Officer 2,Deputy Superintendent of Police,Chamarajanagara Central PS,948080187,R006,DES005,U055,DIS013,ST001,officer.off192@ksp.gov.in,Active,2018-06-15
OFF193,CASE00089,Chamarajanagara Officer 3,Circle Inspector,Chamarajanagara Cyber Crime PS,948080188,R007,DES001,U056,DIS013,ST001,officer.off193@ksp.gov.in,Active,2018-06-15
OFF194,CASE00090,Chamarajanagara Officer 4,Police Sub-Inspector,Chamarajanagara Traffic PS,948080189,R008,DES002,U057,DIS013,ST001,officer.off194@ksp.gov.in,Active,2018-06-15
OFF195,CASE00091,Chamarajanagara Officer 5,Assistant Sub-Inspector,Chamarajanagara Town PS,948080190,R009,DES003,U054,DIS013,ST001,officer.off195@ksp.gov.in,Active,2018-06-15
OFF196,CASE00092,Chamarajanagara Officer 6,Head Constable,Chamarajanagara Central PS,948080191,R010,DES009,U055,DIS013,ST001,officer.off196@ksp.gov.in,Active,2018-06-15
OFF197,CASE00093,Chamarajanagara Officer 7,Police Constable,Chamarajanagara Cyber Crime PS,948080192,R010,DES009,U056,DIS013,ST001,officer.off197@ksp.gov.in,Active,2018-06-15
OFF198,CASE00094,Chamarajanagara Officer 8,CID Officer,Chamarajanagara Traffic PS,948080193,R004,DES004,U057,DIS013,ST001,officer.off198@ksp.gov.in,Active,2018-06-15
OFF199,CASE00095,Chamarajanagara Officer 9,Crime Branch Specialist,Chamarajanagara Town PS,948080194,R006,DES007,U054,DIS013,ST001,officer.off199@ksp.gov.in,Active,2018-06-15
OFF200,CASE00096,Chamarajanagara Officer 10,Superintendent of Police,Chamarajanagara Central PS,948080195,R005,DES005,U055,DIS013,ST001,officer.off200@ksp.gov.in,Active,2018-06-15
OFF201,CASE00097,Chamarajanagara Officer 11,Deputy Superintendent of Police,Chamarajanagara Cyber Crime PS,948080196,R006,DES005,U056,DIS013,ST001,officer.off201@ksp.gov.in,Active,2018-06-15
OFF202,CASE00098,Chamarajanagara Officer 12,Circle Inspector,Chamarajanagara Traffic PS,948080197,R007,DES001,U057,DIS013,ST001,officer.off202@ksp.gov.in,Active,2018-06-15
OFF203,CASE00099,Chamarajanagara Officer 13,Police Sub-Inspector,Chamarajanagara Town PS,948080198,R008,DES002,U054,DIS013,ST001,officer.off203@ksp.gov.in,Active,2018-06-15
OFF204,CASE00100,Chamarajanagara Officer 14,Assistant Sub-Inspector,Chamarajanagara Central PS,948080199,R009,DES003,U055,DIS013,ST001,officer.off204@ksp.gov.in,Active,2018-06-15
OFF205,CASE00001,Chamarajanagara Officer 15,Head Constable,Chamarajanagara Cyber Crime PS,948080200,R010,DES009,U056,DIS013,ST001,officer.off205@ksp.gov.in,Active,2018-06-15
OFF206,CASE00002,Kodagu Officer 1,Superintendent of Police,Kodagu Town PS,948080201,R005,DES005,U058,DIS014,ST001,officer.off206@ksp.gov.in,Active,2018-06-15
OFF207,CASE00003,Kodagu Officer 2,Deputy Superintendent of Police,Kodagu Central PS,948080202,R006,DES005,U059,DIS014,ST001,officer.off207@ksp.gov.in,Active,2018-06-15
OFF208,CASE00004,Kodagu Officer 3,Circle Inspector,Kodagu Cyber Crime PS,948080203,R007,DES001,U060,DIS014,ST001,officer.off208@ksp.gov.in,Active,2018-06-15
OFF209,CASE00005,Kodagu Officer 4,Police Sub-Inspector,Kodagu Traffic PS,948080204,R008,DES002,U061,DIS014,ST001,officer.off209@ksp.gov.in,Active,2018-06-15
OFF210,CASE00006,Kodagu Officer 5,Assistant Sub-Inspector,Kodagu Town PS,948080205,R009,DES003,U058,DIS014,ST001,officer.off210@ksp.gov.in,Active,2018-06-15
OFF211,CASE00007,Kodagu Officer 6,Head Constable,Kodagu Central PS,948080206,R010,DES009,U059,DIS014,ST001,officer.off211@ksp.gov.in,Active,2018-06-15
OFF212,CASE00008,Kodagu Officer 7,Police Constable,Kodagu Cyber Crime PS,948080207,R010,DES009,U060,DIS014,ST001,officer.off212@ksp.gov.in,Active,2018-06-15
OFF213,CASE00009,Kodagu Officer 8,CID Officer,Kodagu Traffic PS,948080208,R004,DES004,U061,DIS014,ST001,officer.off213@ksp.gov.in,Active,2018-06-15
OFF214,CASE00010,Kodagu Officer 9,Crime Branch Specialist,Kodagu Town PS,948080209,R006,DES007,U058,DIS014,ST001,officer.off214@ksp.gov.in,Active,2018-06-15
OFF215,CASE00011,Kodagu Officer 10,Superintendent of Police,Kodagu Central PS,948080210,R005,DES005,U059,DIS014,ST001,officer.off215@ksp.gov.in,Active,2018-06-15
OFF216,CASE00012,Kodagu Officer 11,Deputy Superintendent of Police,Kodagu Cyber Crime PS,948080211,R006,DES005,U060,DIS014,ST001,officer.off216@ksp.gov.in,Active,2018-06-15
OFF217,CASE00013,Kodagu Officer 12,Circle Inspector,Kodagu Traffic PS,948080212,R007,DES001,U061,DIS014,ST001,officer.off217@ksp.gov.in,Active,2018-06-15
OFF218,CASE00014,Kodagu Officer 13,Police Sub-Inspector,Kodagu Town PS,948080213,R008,DES002,U058,DIS014,ST001,officer.off218@ksp.gov.in,Active,2018-06-15
OFF219,CASE00015,Kodagu Officer 14,Assistant Sub-Inspector,Kodagu Central PS,948080214,R009,DES003,U059,DIS014,ST001,officer.off219@ksp.gov.in,Active,2018-06-15
OFF220,CASE00016,Kodagu Officer 15,Head Constable,Kodagu Cyber Crime PS,948080215,R010,DES009,U060,DIS014,ST001,officer.off220@ksp.gov.in,Active,2018-06-15
OFF221,CASE00017,Dakshina Kannada (Mangaluru) Officer 1,Superintendent of Police,Dakshina Kannada (Mangaluru) Town PS,948080216,R005,DES005,U062,DIS015,ST001,officer.off221@ksp.gov.in,Active,2018-06-15
OFF222,CASE00018,Dakshina Kannada (Mangaluru) Officer 2,Deputy Superintendent of Police,Dakshina Kannada (Mangaluru) Central PS,948080217,R006,DES005,U063,DIS015,ST001,officer.off222@ksp.gov.in,Active,2018-06-15
OFF223,CASE00019,Dakshina Kannada (Mangaluru) Officer 3,Circle Inspector,Dakshina Kannada (Mangaluru) Cyber Crime PS,948080218,R007,DES001,U064,DIS015,ST001,officer.off223@ksp.gov.in,Active,2018-06-15
OFF224,CASE00020,Dakshina Kannada (Mangaluru) Officer 4,Police Sub-Inspector,Dakshina Kannada (Mangaluru) Traffic PS,948080219,R008,DES002,U065,DIS015,ST001,officer.off224@ksp.gov.in,Active,2018-06-15
OFF225,CASE00021,Dakshina Kannada (Mangaluru) Officer 5,Assistant Sub-Inspector,Dakshina Kannada (Mangaluru) Town PS,948080220,R009,DES003,U062,DIS015,ST001,officer.off225@ksp.gov.in,Active,2018-06-15
OFF226,CASE00022,Dakshina Kannada (Mangaluru) Officer 6,Head Constable,Dakshina Kannada (Mangaluru) Central PS,948080221,R010,DES009,U063,DIS015,ST001,officer.off226@ksp.gov.in,Active,2018-06-15
OFF227,CASE00023,Dakshina Kannada (Mangaluru) Officer 7,Police Constable,Dakshina Kannada (Mangaluru) Cyber Crime PS,948080222,R010,DES009,U064,DIS015,ST001,officer.off227@ksp.gov.in,Active,2018-06-15
OFF228,CASE00024,Dakshina Kannada (Mangaluru) Officer 8,CID Officer,Dakshina Kannada (Mangaluru) Traffic PS,948080223,R004,DES004,U065,DIS015,ST001,officer.off228@ksp.gov.in,Active,2018-06-15
OFF229,CASE00025,Dakshina Kannada (Mangaluru) Officer 9,Crime Branch Specialist,Dakshina Kannada (Mangaluru) Town PS,948080224,R006,DES007,U062,DIS015,ST001,officer.off229@ksp.gov.in,Active,2018-06-15
OFF230,CASE00026,Dakshina Kannada (Mangaluru) Officer 10,Superintendent of Police,Dakshina Kannada (Mangaluru) Central PS,948080225,R005,DES005,U063,DIS015,ST001,officer.off230@ksp.gov.in,Active,2018-06-15
OFF231,CASE00027,Dakshina Kannada (Mangaluru) Officer 11,Deputy Superintendent of Police,Dakshina Kannada (Mangaluru) Cyber Crime PS,948080226,R006,DES005,U064,DIS015,ST001,officer.off231@ksp.gov.in,Active,2018-06-15
OFF232,CASE00028,Dakshina Kannada (Mangaluru) Officer 12,Circle Inspector,Dakshina Kannada (Mangaluru) Traffic PS,948080227,R007,DES001,U065,DIS015,ST001,officer.off232@ksp.gov.in,Active,2018-06-15
OFF233,CASE00029,Dakshina Kannada (Mangaluru) Officer 13,Police Sub-Inspector,Dakshina Kannada (Mangaluru) Town PS,948080228,R008,DES002,U062,DIS015,ST001,officer.off233@ksp.gov.in,Active,2018-06-15
OFF234,CASE00030,Dakshina Kannada (Mangaluru) Officer 14,Assistant Sub-Inspector,Dakshina Kannada (Mangaluru) Central PS,948080229,R009,DES003,U063,DIS015,ST001,officer.off234@ksp.gov.in,Active,2018-06-15
OFF235,CASE00031,Dakshina Kannada (Mangaluru) Officer 15,Head Constable,Dakshina Kannada (Mangaluru) Cyber Crime PS,948080230,R010,DES009,U064,DIS015,ST001,officer.off235@ksp.gov.in,Active,2018-06-15
OFF236,CASE00032,Udupi Officer 1,Superintendent of Police,Udupi Town PS,948080231,R005,DES005,U066,DIS016,ST001,officer.off236@ksp.gov.in,Active,2018-06-15
OFF237,CASE00033,Udupi Officer 2,Deputy Superintendent of Police,Udupi Central PS,948080232,R006,DES005,U067,DIS016,ST001,officer.off237@ksp.gov.in,Active,2018-06-15
OFF238,CASE00034,Udupi Officer 3,Circle Inspector,Udupi Cyber Crime PS,948080233,R007,DES001,U068,DIS016,ST001,officer.off238@ksp.gov.in,Active,2018-06-15
OFF239,CASE00035,Udupi Officer 4,Police Sub-Inspector,Udupi Traffic PS,948080234,R008,DES002,U069,DIS016,ST001,officer.off239@ksp.gov.in,Active,2018-06-15
OFF240,CASE00036,Udupi Officer 5,Assistant Sub-Inspector,Udupi Town PS,948080235,R009,DES003,U066,DIS016,ST001,officer.off240@ksp.gov.in,Active,2018-06-15
OFF241,CASE00037,Udupi Officer 6,Head Constable,Udupi Central PS,948080236,R010,DES009,U067,DIS016,ST001,officer.off241@ksp.gov.in,Active,2018-06-15
OFF242,CASE00038,Udupi Officer 7,Police Constable,Udupi Cyber Crime PS,948080237,R010,DES009,U068,DIS016,ST001,officer.off242@ksp.gov.in,Active,2018-06-15
OFF243,CASE00039,Udupi Officer 8,CID Officer,Udupi Traffic PS,948080238,R004,DES004,U069,DIS016,ST001,officer.off243@ksp.gov.in,Active,2018-06-15
OFF244,CASE00040,Udupi Officer 9,Crime Branch Specialist,Udupi Town PS,948080239,R006,DES007,U066,DIS016,ST001,officer.off244@ksp.gov.in,Active,2018-06-15
OFF245,CASE00041,Udupi Officer 10,Superintendent of Police,Udupi Central PS,948080240,R005,DES005,U067,DIS016,ST001,officer.off245@ksp.gov.in,Active,2018-06-15
OFF246,CASE00042,Udupi Officer 11,Deputy Superintendent of Police,Udupi Cyber Crime PS,948080241,R006,DES005,U068,DIS016,ST001,officer.off246@ksp.gov.in,Active,2018-06-15
OFF247,CASE00043,Udupi Officer 12,Circle Inspector,Udupi Traffic PS,948080242,R007,DES001,U069,DIS016,ST001,officer.off247@ksp.gov.in,Active,2018-06-15
OFF248,CASE00044,Udupi Officer 13,Police Sub-Inspector,Udupi Town PS,948080243,R008,DES002,U066,DIS016,ST001,officer.off248@ksp.gov.in,Active,2018-06-15
OFF249,CASE00045,Udupi Officer 14,Assistant Sub-Inspector,Udupi Central PS,948080244,R009,DES003,U067,DIS016,ST001,officer.off249@ksp.gov.in,Active,2018-06-15
OFF250,CASE00046,Udupi Officer 15,Head Constable,Udupi Cyber Crime PS,948080245,R010,DES009,U068,DIS016,ST001,officer.off250@ksp.gov.in,Active,2018-06-15
OFF251,CASE00047,Uttara Kannada (Karwar) Officer 1,Superintendent of Police,Uttara Kannada (Karwar) Town PS,948080246,R005,DES005,U070,DIS017,ST001,officer.off251@ksp.gov.in,Active,2018-06-15
OFF252,CASE00048,Uttara Kannada (Karwar) Officer 2,Deputy Superintendent of Police,Uttara Kannada (Karwar) Central PS,948080247,R006,DES005,U071,DIS017,ST001,officer.off252@ksp.gov.in,Active,2018-06-15
OFF253,CASE00049,Uttara Kannada (Karwar) Officer 3,Circle Inspector,Uttara Kannada (Karwar) Cyber Crime PS,948080248,R007,DES001,U072,DIS017,ST001,officer.off253@ksp.gov.in,Active,2018-06-15
OFF254,CASE00050,Uttara Kannada (Karwar) Officer 4,Police Sub-Inspector,Uttara Kannada (Karwar) Traffic PS,948080249,R008,DES002,U073,DIS017,ST001,officer.off254@ksp.gov.in,Active,2018-06-15
OFF255,CASE00051,Uttara Kannada (Karwar) Officer 5,Assistant Sub-Inspector,Uttara Kannada (Karwar) Town PS,948080250,R009,DES003,U070,DIS017,ST001,officer.off255@ksp.gov.in,Active,2018-06-15
OFF256,CASE00052,Uttara Kannada (Karwar) Officer 6,Head Constable,Uttara Kannada (Karwar) Central PS,948080251,R010,DES009,U071,DIS017,ST001,officer.off256@ksp.gov.in,Active,2018-06-15
OFF257,CASE00053,Uttara Kannada (Karwar) Officer 7,Police Constable,Uttara Kannada (Karwar) Cyber Crime PS,948080252,R010,DES009,U072,DIS017,ST001,officer.off257@ksp.gov.in,Active,2018-06-15
OFF258,CASE00054,Uttara Kannada (Karwar) Officer 8,CID Officer,Uttara Kannada (Karwar) Traffic PS,948080253,R004,DES004,U073,DIS017,ST001,officer.off258@ksp.gov.in,Active,2018-06-15
OFF259,CASE00055,Uttara Kannada (Karwar) Officer 9,Crime Branch Specialist,Uttara Kannada (Karwar) Town PS,948080254,R006,DES007,U070,DIS017,ST001,officer.off259@ksp.gov.in,Active,2018-06-15
OFF260,CASE00056,Uttara Kannada (Karwar) Officer 10,Superintendent of Police,Uttara Kannada (Karwar) Central PS,948080255,R005,DES005,U071,DIS017,ST001,officer.off260@ksp.gov.in,Active,2018-06-15
OFF261,CASE00057,Uttara Kannada (Karwar) Officer 11,Deputy Superintendent of Police,Uttara Kannada (Karwar) Cyber Crime PS,948080256,R006,DES005,U072,DIS017,ST001,officer.off261@ksp.gov.in,Active,2018-06-15
OFF262,CASE00058,Uttara Kannada (Karwar) Officer 12,Circle Inspector,Uttara Kannada (Karwar) Traffic PS,948080257,R007,DES001,U073,DIS017,ST001,officer.off262@ksp.gov.in,Active,2018-06-15
OFF263,CASE00059,Uttara Kannada (Karwar) Officer 13,Police Sub-Inspector,Uttara Kannada (Karwar) Town PS,948080258,R008,DES002,U070,DIS017,ST001,officer.off263@ksp.gov.in,Active,2018-06-15
OFF264,CASE00060,Uttara Kannada (Karwar) Officer 14,Assistant Sub-Inspector,Uttara Kannada (Karwar) Central PS,948080259,R009,DES003,U071,DIS017,ST001,officer.off264@ksp.gov.in,Active,2018-06-15
OFF265,CASE00061,Uttara Kannada (Karwar) Officer 15,Head Constable,Uttara Kannada (Karwar) Cyber Crime PS,948080260,R010,DES009,U072,DIS017,ST001,officer.off265@ksp.gov.in,Active,2018-06-15
OFF266,CASE00062,Belagavi Officer 1,Superintendent of Police,Belagavi Town PS,948080261,R005,DES005,U074,DIS018,ST001,officer.off266@ksp.gov.in,Active,2018-06-15
OFF267,CASE00063,Belagavi Officer 2,Deputy Superintendent of Police,Belagavi Central PS,948080262,R006,DES005,U075,DIS018,ST001,officer.off267@ksp.gov.in,Active,2018-06-15
OFF268,CASE00064,Belagavi Officer 3,Circle Inspector,Belagavi Cyber Crime PS,948080263,R007,DES001,U076,DIS018,ST001,officer.off268@ksp.gov.in,Active,2018-06-15
OFF269,CASE00065,Belagavi Officer 4,Police Sub-Inspector,Belagavi Traffic PS,948080264,R008,DES002,U077,DIS018,ST001,officer.off269@ksp.gov.in,Active,2018-06-15
OFF270,CASE00066,Belagavi Officer 5,Assistant Sub-Inspector,Belagavi Town PS,948080265,R009,DES003,U074,DIS018,ST001,officer.off270@ksp.gov.in,Active,2018-06-15
OFF271,CASE00067,Belagavi Officer 6,Head Constable,Belagavi Central PS,948080266,R010,DES009,U075,DIS018,ST001,officer.off271@ksp.gov.in,Active,2018-06-15
OFF272,CASE00068,Belagavi Officer 7,Police Constable,Belagavi Cyber Crime PS,948080267,R010,DES009,U076,DIS018,ST001,officer.off272@ksp.gov.in,Active,2018-06-15
OFF273,CASE00069,Belagavi Officer 8,CID Officer,Belagavi Traffic PS,948080268,R004,DES004,U077,DIS018,ST001,officer.off273@ksp.gov.in,Active,2018-06-15
OFF274,CASE00070,Belagavi Officer 9,Crime Branch Specialist,Belagavi Town PS,948080269,R006,DES007,U074,DIS018,ST001,officer.off274@ksp.gov.in,Active,2018-06-15
OFF275,CASE00071,Belagavi Officer 10,Superintendent of Police,Belagavi Central PS,948080270,R005,DES005,U075,DIS018,ST001,officer.off275@ksp.gov.in,Active,2018-06-15
OFF276,CASE00072,Belagavi Officer 11,Deputy Superintendent of Police,Belagavi Cyber Crime PS,948080271,R006,DES005,U076,DIS018,ST001,officer.off276@ksp.gov.in,Active,2018-06-15
OFF277,CASE00073,Belagavi Officer 12,Circle Inspector,Belagavi Traffic PS,948080272,R007,DES001,U077,DIS018,ST001,officer.off277@ksp.gov.in,Active,2018-06-15
OFF278,CASE00074,Belagavi Officer 13,Police Sub-Inspector,Belagavi Town PS,948080273,R008,DES002,U074,DIS018,ST001,officer.off278@ksp.gov.in,Active,2018-06-15
OFF279,CASE00075,Belagavi Officer 14,Assistant Sub-Inspector,Belagavi Central PS,948080274,R009,DES003,U075,DIS018,ST001,officer.off279@ksp.gov.in,Active,2018-06-15
OFF280,CASE00076,Belagavi Officer 15,Head Constable,Belagavi Cyber Crime PS,948080275,R010,DES009,U076,DIS018,ST001,officer.off280@ksp.gov.in,Active,2018-06-15
OFF281,CASE00077,Dharwad Officer 1,Superintendent of Police,Dharwad Town PS,948080276,R005,DES005,U078,DIS019,ST001,officer.off281@ksp.gov.in,Active,2018-06-15
OFF282,CASE00078,Dharwad Officer 2,Deputy Superintendent of Police,Dharwad Central PS,948080277,R006,DES005,U079,DIS019,ST001,officer.off282@ksp.gov.in,Active,2018-06-15
OFF283,CASE00079,Dharwad Officer 3,Circle Inspector,Dharwad Cyber Crime PS,948080278,R007,DES001,U080,DIS019,ST001,officer.off283@ksp.gov.in,Active,2018-06-15
OFF284,CASE00080,Dharwad Officer 4,Police Sub-Inspector,Dharwad Traffic PS,948080279,R008,DES002,U081,DIS019,ST001,officer.off284@ksp.gov.in,Active,2018-06-15
OFF285,CASE00081,Dharwad Officer 5,Assistant Sub-Inspector,Dharwad Town PS,948080280,R009,DES003,U078,DIS019,ST001,officer.off285@ksp.gov.in,Active,2018-06-15
OFF286,CASE00082,Dharwad Officer 6,Head Constable,Dharwad Central PS,948080281,R010,DES009,U079,DIS019,ST001,officer.off286@ksp.gov.in,Active,2018-06-15
OFF287,CASE00083,Dharwad Officer 7,Police Constable,Dharwad Cyber Crime PS,948080282,R010,DES009,U080,DIS019,ST001,officer.off287@ksp.gov.in,Active,2018-06-15
OFF288,CASE00084,Dharwad Officer 8,CID Officer,Dharwad Traffic PS,948080283,R004,DES004,U081,DIS019,ST001,officer.off288@ksp.gov.in,Active,2018-06-15
OFF289,CASE00085,Dharwad Officer 9,Crime Branch Specialist,Dharwad Town PS,948080284,R006,DES007,U078,DIS019,ST001,officer.off289@ksp.gov.in,Active,2018-06-15
OFF290,CASE00086,Dharwad Officer 10,Superintendent of Police,Dharwad Central PS,948080285,R005,DES005,U079,DIS019,ST001,officer.off290@ksp.gov.in,Active,2018-06-15
OFF291,CASE00087,Dharwad Officer 11,Deputy Superintendent of Police,Dharwad Cyber Crime PS,948080286,R006,DES005,U080,DIS019,ST001,officer.off291@ksp.gov.in,Active,2018-06-15
OFF292,CASE00088,Dharwad Officer 12,Circle Inspector,Dharwad Traffic PS,948080287,R007,DES001,U081,DIS019,ST001,officer.off292@ksp.gov.in,Active,2018-06-15
OFF293,CASE00089,Dharwad Officer 13,Police Sub-Inspector,Dharwad Town PS,948080288,R008,DES002,U078,DIS019,ST001,officer.off293@ksp.gov.in,Active,2018-06-15
OFF294,CASE00090,Dharwad Officer 14,Assistant Sub-Inspector,Dharwad Central PS,948080289,R009,DES003,U079,DIS019,ST001,officer.off294@ksp.gov.in,Active,2018-06-15
OFF295,CASE00091,Dharwad Officer 15,Head Constable,Dharwad Cyber Crime PS,948080290,R010,DES009,U080,DIS019,ST001,officer.off295@ksp.gov.in,Active,2018-06-15
OFF296,CASE00092,Hubballi City Officer 1,Superintendent of Police,Hubballi City Town PS,948080291,R005,DES005,U082,DIS020,ST001,officer.off296@ksp.gov.in,Active,2018-06-15
