ComplaintID,CaseID,ComplaintDate,ComplainantName,ContactNumber,ComplaintText,PoliceStation,Status
CMP00094,KSP/DIS001/2026/00094,2026-11-11,Ajay Sharma,9876110094,"Chain Snatching reported at Bengaluru Urban Traffic PS, Bengaluru Urban. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Bengaluru Urban Traffic PS, Bengaluru Urban, Karnataka.",Bengaluru Urban Traffic PS,Assigned to IO
CMP00095,KSP/DIS002/2026/00095,2026-12-12,Rohan Nair,9876110095,"Cyber Crime reported at Bengaluru Rural Cyber Crime PS, Bengaluru Rural. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Bengaluru Rural Cyber Crime PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Cyber Crime PS,Assigned to IO
CMP00096,KSP/DIS003/2026/00096,2026-01-13,Sunita Verma,9876110096,"UPI Fraud reported at Ramanagara Traffic PS, Ramanagara. Brief: Fake QR code or deceptive payment request. Incident occurred near Ramanagara Traffic PS, Ramanagara, Karnataka.",Ramanagara Traffic PS,Assigned to IO
CMP00097,KSP/DIS004/2026/00097,2026-02-14,Sanjay Reddy,9876110097,"Online Banking Fraud reported at Chikkaballapura Town PS, Chikkaballapura. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Chikkaballapura Town PS, Chikkaballapura, Karnataka.",Chikkaballapura Town PS,Assigned to IO
CMP00098,KSP/DIS005/2026/00098,2026-03-15,Mahesh Khan,9876110098,"Identity Theft reported at Kolar Central PS, Kolar. Brief: SIM swap or stolen credential impersonation. Incident occurred near Kolar Central PS, Kolar, Karnataka.",Kolar Central PS,Assigned to IO
CMP00099,KSP/DIS006/2026/00099,2026-04-16,Meena Mehta,9876110099,"ATM Fraud reported at Tumakuru Cyber Crime PS, Tumakuru. Brief: ATM skimming device or card cloning. Incident occurred near Tumakuru Cyber Crime PS, Tumakuru, Karnataka.",Tumakuru Cyber Crime PS,Assigned to IO
CMP00100,KSP/DIS007/2026/00100,2026-05-17,Ramesh Kulkarni,9876110100,"Rape reported at Shivamogga Traffic PS, Shivamogga. Brief: Penal Code Section 376 prosecution. Incident occurred near Shivamogga Traffic PS, Shivamogga, Karnataka.",Shivamogga Traffic PS,Assigned to IO
CMP00101,KSP/DIS008/2026/00101,2026-06-18,Suresh Hegde,9876110101,"Sexual Assault reported at Chitradurga Town PS, Chitradurga. Brief: Outraging modesty and sexual harassment. Incident occurred near Chitradurga Town PS, Chitradurga, Karnataka.",Chitradurga Town PS,Assigned to IO
CMP00102,KSP/DIS009/2026/00102,2026-07-19,Bhavya Shetty,9876110102,"POCSO reported at Davanagere Central PS, Davanagere. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Davanagere Central PS, Davanagere, Karnataka.",Davanagere Central PS,Assigned to IO
CMP00103,KSP/DIS010/2026/00103,2026-08-20,Manjunath Bhat,9876110103,"Domestic Violence reported at Mysuru Cyber Crime PS, Mysuru. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Mysuru Cyber Crime PS, Mysuru, Karnataka.",Mysuru Cyber Crime PS,Assigned to IO
CMP00104,KSP/DIS011/2026/00104,2026-09-21,Karthik Deshmukh,9876110104,"Illegal Weapons reported at Mandya Traffic PS, Mandya. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Mandya Traffic PS, Mandya, Karnataka.",Mandya Traffic PS,Assigned to IO
CMP00105,KSP/DIS012/2026/00105,2026-10-22,Ananya Joshi,9876110105,"Drug Trafficking reported at Hassan Town PS, Hassan. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Hassan Town PS, Hassan, Karnataka.",Hassan Town PS,Assigned to IO
CMP00106,KSP/DIS013/2026/00106,2026-11-23,Sunil Naik,9876110106,"Human Trafficking reported at Chamarajanagara Central PS, Chamarajanagara. Brief: Forced labor or trafficking rescue operation. Incident occurred near Chamarajanagara Central PS, Chamarajanagara, Karnataka.",Chamarajanagara Central PS,Assigned to IO
CMP00107,KSP/DIS014/2026/00107,2026-12-24,Praveen Iyengar,9876110107,"Gambling reported at Kodagu Cyber Crime PS, Kodagu. Brief: Illegal betting & Matka operation bust. Incident occurred near Kodagu Cyber Crime PS, Kodagu, Karnataka.",Kodagu Cyber Crime PS,Assigned to IO
CMP00108,KSP/DIS015/2026/00108,2026-01-25,Pooja Gowda,9876110108,"Wildlife Crime reported at Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru). Brief: Poaching of protected species or ivory seizure. Incident occurred near Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Traffic PS,Assigned to IO
CMP00109,KSP/DIS016/2026/00109,2026-02-26,Nitin Patil,9876110109,"Forest Crime reported at Udupi Town PS, Udupi. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Udupi Town PS, Udupi, Karnataka.",Udupi Town PS,Assigned to IO
CMP00110,KSP/DIS017/2026/00110,2026-03-27,Niranjan Kumar,9876110110,"Terror Related Activity reported at Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar). Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Central PS,Assigned to IO
CMP00111,KSP/DIS018/2026/00111,2026-04-28,Sunita Rao,9876110111,"Corruption reported at Belagavi Cyber Crime PS, Belagavi. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Belagavi Cyber Crime PS, Belagavi, Karnataka.",Belagavi Cyber Crime PS,Assigned to IO
CMP00112,KSP/DIS019/2026/00112,2026-05-01,Rahul Sharma,9876110112,"Economic Offence reported at Dharwad Traffic PS, Dharwad. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Dharwad Traffic PS, Dharwad, Karnataka.",Dharwad Traffic PS,Assigned to IO
CMP00113,KSP/DIS020/2026/00113,2026-06-02,Imran Nair,9876110113,"White Collar Crime reported at Hubballi City Town PS, Hubballi City. Brief: Corporate embezzlement or insider fraud. Incident occurred near Hubballi City Town PS, Hubballi City, Karnataka.",Hubballi City Town PS,Assigned to IO
CMP00114,KSP/DIS021/2026/00114,2026-07-03,Meena Verma,9876110114,"Smuggling reported at Gadag Central PS, Gadag. Brief: Contraband gold or red sanders interception. Incident occurred near Gadag Central PS, Gadag, Karnataka.",Gadag Central PS,Assigned to IO
CMP00115,KSP/DIS022/2026/00115,2026-08-04,Rohan Reddy,9876110115,"Extortion reported at Haveri Cyber Crime PS, Haveri. Brief: Demanding protection money under threat. Incident occurred near Haveri Cyber Crime PS, Haveri, Karnataka.",Haveri Cyber Crime PS,Assigned to IO
CMP00116,KSP/DIS023/2026/00116,2026-09-05,Deepak Khan,9876110116,"Blackmail reported at Vijayapura Traffic PS, Vijayapura. Brief: Chantaje or extortion via compromised media. Incident occurred near Vijayapura Traffic PS, Vijayapura, Karnataka.",Vijayapura Traffic PS,Assigned to IO
CMP00117,KSP/DIS024/2026/00117,2026-10-06,Bhavya Mehta,9876110117,"Counterfeit Currency reported at Bagalkote Town PS, Bagalkote. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Bagalkote Town PS, Bagalkote, Karnataka.",Bagalkote Town PS,Assigned to IO
CMP00118,KSP/DIS025/2026/00118,2026-11-07,Mahesh Kulkarni,9876110118,"Fake Documents reported at Kalaburagi Central PS, Kalaburagi. Brief: Forgery of land title deeds or government IDs. Incident occurred near Kalaburagi Central PS, Kalaburagi, Karnataka.",Kalaburagi Central PS,Assigned to IO
CMP00119,KSP/DIS026/2026/00119,2026-12-08,Santosh Hegde,9876110119,"Hit and Run reported at Bidar Cyber Crime PS, Bidar. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Bidar Cyber Crime PS, Bidar, Karnataka.",Bidar Cyber Crime PS,Assigned to IO
CMP00120,KSP/DIS027/2026/00120,2026-01-09,Ananya Shetty,9876110120,"Road Accident reported at Raichur Traffic PS, Raichur. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Raichur Traffic PS, Raichur, Karnataka.",Raichur Traffic PS,Assigned to IO
CMP00121,KSP/DIS028/2026/00121,2026-02-10,Suresh Bhat,9876110121,"Fire Incident reported at Koppal Town PS, Koppal. Brief: Industrial or residential fire accident inquiry. Incident occurred near Koppal Town PS, Koppal, Karnataka.",Koppal Town PS,Assigned to IO
CMP00122,KSP/DIS029/2026/00122,2026-03-11,Vijay Deshmukh,9876110122,"Unknown Dead Body reported at Yadgir Central PS, Yadgir. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Yadgir Central PS, Yadgir, Karnataka.",Yadgir Central PS,Assigned to IO
CMP00123,KSP/DIS030/2026/00123,2026-04-12,Pooja Joshi,9876110123,"Suicide Investigation reported at Ballari Cyber Crime PS, Ballari. Brief: Unnatural death and suicide note inquiry. Incident occurred near Ballari Cyber Crime PS, Ballari, Karnataka.",Ballari Cyber Crime PS,Assigned to IO
CMP00124,KSP/DIS031/2026/00124,2026-05-13,Karthik Naik,9876110124,"Property Disputes reported at Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete). Brief: Civil boundary dispute causing law and order friction. Incident occurred near Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Traffic PS,Assigned to IO
CMP00125,KSP/DIS001/2026/00125,2026-06-14,Anil Iyengar,9876110125,"Public Disturbance reported at Electronic City Police Station, Bengaluru Urban. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Electronic City Police Station, Bengaluru Urban, Karnataka.",Electronic City Police Station,Assigned to IO
CMP00126,KSP/DIS002/2026/00126,2026-07-15,Sunita Gowda,9876110126,"Synthetic Drugs (MDMA) reported at Bengaluru Rural Central PS, Bengaluru Rural. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Bengaluru Rural Central PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Central PS,Assigned to IO
CMP00127,KSP/DIS003/2026/00127,2026-08-16,Praveen Patil,9876110127,"Murder reported at Ramanagara Cyber Crime PS, Ramanagara. Brief: Premeditated homicide investigation. Incident occurred near Ramanagara Cyber Crime PS, Ramanagara, Karnataka.",Ramanagara Cyber Crime PS,Assigned to IO
CMP00128,KSP/DIS004/2026/00128,2026-09-17,Ganesh Kumar,9876110128,"Attempt to Murder reported at Chikkaballapura Traffic PS, Chikkaballapura. Brief: Violent assault with deadly weapon. Incident occurred near Chikkaballapura Traffic PS, Chikkaballapura, Karnataka.",Chikkaballapura Traffic PS,Assigned to IO
CMP00129,KSP/DIS005/2026/00129,2026-10-18,Meena Rao,9876110129,"Assault & Grievous Hurt reported at Kolar Town PS, Kolar. Brief: Physical injury caused during gang/group clash. Incident occurred near Kolar Town PS, Kolar, Karnataka.",Kolar Town PS,Assigned to IO
CMP00130,KSP/DIS006/2026/00130,2026-11-19,Niranjan Sharma,9876110130,"Kidnapping reported at Tumakuru Central PS, Tumakuru. Brief: Abduction for ransom or coercion. Incident occurred near Tumakuru Central PS, Tumakuru, Karnataka.",Tumakuru Central PS,Assigned to IO
CMP00131,KSP/DIS007/2026/00131,2026-12-20,Vikas Nair,9876110131,"Missing Person reported at Shivamogga Cyber Crime PS, Shivamogga. Brief: Trace & locate missing citizen petition. Incident occurred near Shivamogga Cyber Crime PS, Shivamogga, Karnataka.",Shivamogga Cyber Crime PS,Assigned to IO
CMP00132,KSP/DIS008/2026/00132,2026-01-21,Bhavya Verma,9876110132,"Theft reported at Chitradurga Traffic PS, Chitradurga. Brief: Larceny of personal or commercial goods. Incident occurred near Chitradurga Traffic PS, Chitradurga, Karnataka.",Chitradurga Traffic PS,Assigned to IO
CMP00133,KSP/DIS009/2026/00133,2026-02-22,Imran Reddy,9876110133,"Vehicle Theft reported at Davanagere Town PS, Davanagere. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Davanagere Town PS, Davanagere, Karnataka.",Davanagere Town PS,Assigned to IO
CMP00134,KSP/DIS010/2026/00134,2026-03-23,Ajay Khan,9876110134,"Burglary reported at Mysuru Central PS, Mysuru. Brief: Overnight trespass and property theft. Incident occurred near Mysuru Central PS, Mysuru, Karnataka.",Mysuru Central PS,Assigned to IO
CMP00135,KSP/DIS011/2026/00135,2026-04-24,Ananya Mehta,9876110135,"Robbery reported at Mandya Cyber Crime PS, Mandya. Brief: Armed robbery using force or coercion. Incident occurred near Mandya Cyber Crime PS, Mandya, Karnataka.",Mandya Cyber Crime PS,Assigned to IO
CMP00136,KSP/DIS012/2026/00136,2026-05-25,Deepak Kulkarni,9876110136,"Chain Snatching reported at Hassan Traffic PS, Hassan. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Hassan Traffic PS, Hassan, Karnataka.",Hassan Traffic PS,Assigned to IO
CMP00137,KSP/DIS013/2026/00137,2026-06-26,Sanjay Hegde,9876110137,"Cyber Crime reported at Chamarajanagara Town PS, Chamarajanagara. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Chamarajanagara Town PS, Chamarajanagara, Karnataka.",Chamarajanagara Town PS,Assigned to IO
CMP00138,KSP/DIS014/2026/00138,2026-07-27,Pooja Shetty,9876110138,"UPI Fraud reported at Kodagu Central PS, Kodagu. Brief: Fake QR code or deceptive payment request. Incident occurred near Kodagu Central PS, Kodagu, Karnataka.",Kodagu Central PS,Assigned to IO
CMP00139,KSP/DIS015/2026/00139,2026-08-28,Santosh Bhat,9876110139,"Online Banking Fraud reported at Dakshina Kannada (Mangaluru) Cyber Crime PS, Dakshina Kannada (Mangaluru). Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Dakshina Kannada (Mangaluru) Cyber Crime PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Cyber Crime PS,Assigned to IO
CMP00140,KSP/DIS016/2026/00140,2026-09-01,Ramesh Deshmukh,9876110140,"Identity Theft reported at Udupi Traffic PS, Udupi. Brief: SIM swap or stolen credential impersonation. Incident occurred near Udupi Traffic PS, Udupi, Karnataka.",Udupi Traffic PS,Assigned to IO
CMP00141,KSP/DIS017/2026/00141,2026-10-02,Sunita Joshi,9876110141,"ATM Fraud reported at Uttara Kannada (Karwar) Town PS, Uttara Kannada (Karwar). Brief: ATM skimming device or card cloning. Incident occurred near Uttara Kannada (Karwar) Town PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Town PS,Assigned to IO
CMP00142,KSP/DIS018/2026/00142,2026-11-03,Vijay Naik,9876110142,"Rape reported at Belagavi Central PS, Belagavi. Brief: Penal Code Section 376 prosecution. Incident occurred near Belagavi Central PS, Belagavi, Karnataka.",Belagavi Central PS,Assigned to IO
CMP00143,KSP/DIS019/2026/00143,2026-12-04,Manjunath Iyengar,9876110143,"Sexual Assault reported at Dharwad Cyber Crime PS, Dharwad. Brief: Outraging modesty and sexual harassment. Incident occurred near Dharwad Cyber Crime PS, Dharwad, Karnataka.",Dharwad Cyber Crime PS,Assigned to IO
CMP00144,KSP/DIS020/2026/00144,2026-01-05,Meena Gowda,9876110144,"POCSO reported at Hubballi City Traffic PS, Hubballi City. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Hubballi City Traffic PS, Hubballi City, Karnataka.",Hubballi City Traffic PS,Assigned to IO
CMP00145,KSP/DIS021/2026/00145,2026-02-06,Anil Patil,9876110145,"Domestic Violence reported at Gadag Town PS, Gadag. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Gadag Town PS, Gadag, Karnataka.",Gadag Town PS,Assigned to IO
CMP00146,KSP/DIS022/2026/00146,2026-03-07,Sunil Kumar,9876110146,"Illegal Weapons reported at Haveri Central PS, Haveri. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Haveri Central PS, Haveri, Karnataka.",Haveri Central PS,Assigned to IO
CMP00147,KSP/DIS023/2026/00147,2026-04-08,Bhavya Rao,9876110147,"Drug Trafficking reported at Vijayapura Cyber Crime PS, Vijayapura. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Vijayapura Cyber Crime PS, Vijayapura, Karnataka.",Vijayapura Cyber Crime PS,Assigned to IO
CMP00148,KSP/DIS024/2026/00148,2026-05-09,Ganesh Sharma,9876110148,"Human Trafficking reported at Bagalkote Traffic PS, Bagalkote. Brief: Forced labor or trafficking rescue operation. Incident occurred near Bagalkote Traffic PS, Bagalkote, Karnataka.",Bagalkote Traffic PS,Assigned to IO
CMP00149,KSP/DIS025/2026/00149,2026-06-10,Nitin Nair,9876110149,"Gambling reported at Kalaburagi Town PS, Kalaburagi. Brief: Illegal betting & Matka operation bust. Incident occurred near Kalaburagi Town PS, Kalaburagi, Karnataka.",Kalaburagi Town PS,Assigned to IO
CMP00150,KSP/DIS026/2026/00150,2026-07-11,Ananya Verma,9876110150,"Wildlife Crime reported at Bidar Central PS, Bidar. Brief: Poaching of protected species or ivory seizure. Incident occurred near Bidar Central PS, Bidar, Karnataka.",Bidar Central PS,Assigned to IO
CMP00151,KSP/DIS027/2026/00151,2026-08-12,Vikas Reddy,9876110151,"Forest Crime reported at Raichur Cyber Crime PS, Raichur. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Raichur Cyber Crime PS, Raichur, Karnataka.",Raichur Cyber Crime PS,Assigned to IO
CMP00152,KSP/DIS028/2026/00152,2026-09-13,Rahul Khan,9876110152,"Terror Related Activity reported at Koppal Traffic PS, Koppal. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Koppal Traffic PS, Koppal, Karnataka.",Koppal Traffic PS,Assigned to IO
CMP00153,KSP/DIS029/2026/00153,2026-10-14,Pooja Mehta,9876110153,"Corruption reported at Yadgir Town PS, Yadgir. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Yadgir Town PS, Yadgir, Karnataka.",Yadgir Town PS,Assigned to IO
CMP00154,KSP/DIS030/2026/00154,2026-11-15,Ajay Kulkarni,9876110154,"Economic Offence reported at Ballari Central PS, Ballari. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Ballari Central PS, Ballari, Karnataka.",Ballari Central PS,Assigned to IO
CMP00155,KSP/DIS031/2026/00155,2026-12-16,Rohan Hegde,9876110155,"White Collar Crime reported at Vijayanagara (Hospete) Cyber Crime PS, Vijayanagara (Hospete). Brief: Corporate embezzlement or insider fraud. Incident occurred near Vijayanagara (Hospete) Cyber Crime PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Cyber Crime PS,Assigned to IO
CMP00156,KSP/DIS001/2026/00156,2026-01-17,Sunita Shetty,9876110156,"Smuggling reported at Bengaluru Urban Cyber Crime PS, Bengaluru Urban. Brief: Contraband gold or red sanders interception. Incident occurred near Bengaluru Urban Cyber Crime PS, Bengaluru Urban, Karnataka.",Bengaluru Urban Cyber Crime PS,Assigned to IO
CMP00157,KSP/DIS002/2026/00157,2026-02-18,Sanjay Bhat,9876110157,"Extortion reported at Bengaluru Rural Town PS, Bengaluru Rural. Brief: Demanding protection money under threat. Incident occurred near Bengaluru Rural Town PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Town PS,Assigned to IO
CMP00158,KSP/DIS003/2026/00158,2026-03-19,Mahesh Deshmukh,9876110158,"Blackmail reported at Ramanagara Central PS, Ramanagara. Brief: Chantaje or extortion via compromised media. Incident occurred near Ramanagara Central PS, Ramanagara, Karnataka.",Ramanagara Central PS,Assigned to IO
CMP00159,KSP/DIS004/2026/00159,2026-04-20,Meena Joshi,9876110159,"Counterfeit Currency reported at Chikkaballapura Cyber Crime PS, Chikkaballapura. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Chikkaballapura Cyber Crime PS, Chikkaballapura, Karnataka.",Chikkaballapura Cyber Crime PS,Assigned to IO
CMP00160,KSP/DIS005/2026/00160,2026-05-21,Ramesh Naik,9876110160,"Fake Documents reported at Kolar Traffic PS, Kolar. Brief: Forgery of land title deeds or government IDs. Incident occurred near Kolar Traffic PS, Kolar, Karnataka.",Kolar Traffic PS,Assigned to IO
CMP00161,KSP/DIS006/2026/00161,2026-06-22,Suresh Iyengar,9876110161,"Hit and Run reported at Tumakuru Town PS, Tumakuru. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Tumakuru Town PS, Tumakuru, Karnataka.",Tumakuru Town PS,Assigned to IO
CMP00162,KSP/DIS007/2026/00162,2026-07-23,Bhavya Gowda,9876110162,"Road Accident reported at Shivamogga Central PS, Shivamogga. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Shivamogga Central PS, Shivamogga, Karnataka.",Shivamogga Central PS,Assigned to IO
CMP00163,KSP/DIS008/2026/00163,2026-08-24,Manjunath Patil,9876110163,"Fire Incident reported at Chitradurga Cyber Crime PS, Chitradurga. Brief: Industrial or residential fire accident inquiry. Incident occurred near Chitradurga Cyber Crime PS, Chitradurga, Karnataka.",Chitradurga Cyber Crime PS,Assigned to IO
CMP00164,KSP/DIS009/2026/00164,2026-09-25,Karthik Kumar,9876110164,"Unknown Dead Body reported at Davanagere Traffic PS, Davanagere. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Davanagere Traffic PS, Davanagere, Karnataka.",Davanagere Traffic PS,Assigned to IO
CMP00165,KSP/DIS010/2026/00165,2026-10-26,Ananya Rao,9876110165,"Suicide Investigation reported at Mysuru Town PS, Mysuru. Brief: Unnatural death and suicide note inquiry. Incident occurred near Mysuru Town PS, Mysuru, Karnataka.",Mysuru Town PS,Assigned to IO
CMP00166,KSP/DIS011/2026/00166,2026-11-27,Sunil Sharma,9876110166,"Property Disputes reported at Mandya Central PS, Mandya. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Mandya Central PS, Mandya, Karnataka.",Mandya Central PS,Assigned to IO
CMP00167,KSP/DIS012/2026/00167,2026-12-28,Praveen Nair,9876110167,"Public Disturbance reported at Hassan Cyber Crime PS, Hassan. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Hassan Cyber Crime PS, Hassan, Karnataka.",Hassan Cyber Crime PS,Assigned to IO
CMP00168,KSP/DIS013/2026/00168,2026-01-01,Pooja Verma,9876110168,"Synthetic Drugs (MDMA) reported at Chamarajanagara Traffic PS, Chamarajanagara. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Chamarajanagara Traffic PS, Chamarajanagara, Karnataka.",Chamarajanagara Traffic PS,Assigned to IO
CMP00169,KSP/DIS014/2026/00169,2026-02-02,Nitin Reddy,9876110169,"Murder reported at Kodagu Town PS, Kodagu. Brief: Premeditated homicide investigation. Incident occurred near Kodagu Town PS, Kodagu, Karnataka.",Kodagu Town PS,Assigned to IO
CMP00170,KSP/DIS015/2026/00170,2026-03-03,Niranjan Khan,9876110170,"Attempt to Murder reported at Dakshina Kannada (Mangaluru) Central PS, Dakshina Kannada (Mangaluru). Brief: Violent assault with deadly weapon. Incident occurred near Dakshina Kannada (Mangaluru) Central PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Central PS,Assigned to IO
CMP00171,KSP/DIS016/2026/00171,2026-04-04,Sunita Mehta,9876110171,"Assault & Grievous Hurt reported at Udupi Cyber Crime PS, Udupi. Brief: Physical injury caused during gang/group clash. Incident occurred near Udupi Cyber Crime PS, Udupi, Karnataka.",Udupi Cyber Crime PS,Assigned to IO
CMP00172,KSP/DIS017/2026/00172,2026-05-05,Rahul Kulkarni,9876110172,"Kidnapping reported at Uttara Kannada (Karwar) Traffic PS, Uttara Kannada (Karwar). Brief: Abduction for ransom or coercion. Incident occurred near Uttara Kannada (Karwar) Traffic PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Traffic PS,Assigned to IO
CMP00173,KSP/DIS018/2026/00173,2026-06-06,Imran Hegde,9876110173,"Missing Person reported at Belagavi Town PS, Belagavi. Brief: Trace & locate missing citizen petition. Incident occurred near Belagavi Town PS, Belagavi, Karnataka.",Belagavi Town PS,Assigned to IO
CMP00174,KSP/DIS019/2026/00174,2026-07-07,Meena Shetty,9876110174,"Theft reported at Dharwad Central PS, Dharwad. Brief: Larceny of personal or commercial goods. Incident occurred near Dharwad Central PS, Dharwad, Karnataka.",Dharwad Central PS,Assigned to IO
CMP00175,KSP/DIS020/2026/00175,2026-08-08,Rohan Bhat,9876110175,"Vehicle Theft reported at Hubballi City Cyber Crime PS, Hubballi City. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Hubballi City Cyber Crime PS, Hubballi City, Karnataka.",Hubballi City Cyber Crime PS,Assigned to IO
CMP00176,KSP/DIS021/2026/00176,2026-09-09,Deepak Deshmukh,9876110176,"Burglary reported at Gadag Traffic PS, Gadag. Brief: Overnight trespass and property theft. Incident occurred near Gadag Traffic PS, Gadag, Karnataka.",Gadag Traffic PS,Assigned to IO
CMP00177,KSP/DIS022/2026/00177,2026-10-10,Bhavya Joshi,9876110177,"Robbery reported at Haveri Town PS, Haveri. Brief: Armed robbery using force or coercion. Incident occurred near Haveri Town PS, Haveri, Karnataka.",Haveri Town PS,Assigned to IO
CMP00178,KSP/DIS023/2026/00178,2026-11-11,Mahesh Naik,9876110178,"Chain Snatching reported at Vijayapura Central PS, Vijayapura. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Vijayapura Central PS, Vijayapura, Karnataka.",Vijayapura Central PS,Assigned to IO
CMP00179,KSP/DIS024/2026/00179,2026-12-12,Santosh Iyengar,9876110179,"Cyber Crime reported at Bagalkote Cyber Crime PS, Bagalkote. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Bagalkote Cyber Crime PS, Bagalkote, Karnataka.",Bagalkote Cyber Crime PS,Assigned to IO
CMP00180,KSP/DIS025/2026/00180,2026-01-13,Ananya Gowda,9876110180,"UPI Fraud reported at Kalaburagi Traffic PS, Kalaburagi. Brief: Fake QR code or deceptive payment request. Incident occurred near Kalaburagi Traffic PS, Kalaburagi, Karnataka.",Kalaburagi Traffic PS,Assigned to IO
CMP00181,KSP/DIS026/2026/00181,2026-02-14,Suresh Patil,9876110181,"Online Banking Fraud reported at Bidar Town PS, Bidar. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Bidar Town PS, Bidar, Karnataka.",Bidar Town PS,Assigned to IO
CMP00182,KSP/DIS027/2026/00182,2026-03-15,Vijay Kumar,9876110182,"Identity Theft reported at Raichur Central PS, Raichur. Brief: SIM swap or stolen credential impersonation. Incident occurred near Raichur Central PS, Raichur, Karnataka.",Raichur Central PS,Assigned to IO
CMP00183,KSP/DIS028/2026/00183,2026-04-16,Pooja Rao,9876110183,"ATM Fraud reported at Koppal Cyber Crime PS, Koppal. Brief: ATM skimming device or card cloning. Incident occurred near Koppal Cyber Crime PS, Koppal, Karnataka.",Koppal Cyber Crime PS,Assigned to IO
CMP00184,KSP/DIS029/2026/00184,2026-05-17,Karthik Sharma,9876110184,"Rape reported at Yadgir Traffic PS, Yadgir. Brief: Penal Code Section 376 prosecution. Incident occurred near Yadgir Traffic PS, Yadgir, Karnataka.",Yadgir Traffic PS,Assigned to IO
CMP00185,KSP/DIS030/2026/00185,2026-06-18,Anil Nair,9876110185,"Sexual Assault reported at Ballari Town PS, Ballari. Brief: Outraging modesty and sexual harassment. Incident occurred near Ballari Town PS, Ballari, Karnataka.",Ballari Town PS,Assigned to IO
CMP00186,KSP/DIS031/2026/00186,2026-07-19,Sunita Verma,9876110186,"POCSO reported at Vijayanagara (Hospete) Central PS, Vijayanagara (Hospete). Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Vijayanagara (Hospete) Central PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Central PS,Assigned to IO
