AccusedID,CaseID,AccusedName,Gender,Age,Address,Occupation,ArrestStatus,CriminalHistory,Mobile,Email,Nationality,IDProof,ArrestDate,BailStatus,CustodyStatus,FingerprintID,Photograph,Remarks
ACC00680,KSP/DIS029/2026/00680,Manjunath Naik,Male,36,Resident of Yadgir Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410680,accused.680@email.com,Indian,Aadhaar-5680-2680,2026-09-09,Bail Rejected,Judicial Custody,FP-2026-680,accused_680.jpg,Accused in Burglary at Yadgir Traffic PS
ACC00681,KSP/DIS030/2026/00681,Karthik Iyengar,Male,37,Resident of Ballari Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410681,accused.681@email.com,Indian,Aadhaar-5681-2681,2026-10-10,Under Judicial Review,Not in Custody,FP-2026-681,accused_681.jpg,Accused in Robbery at Ballari Town PS
ACC00682,KSP/DIS031/2026/00682,Anil Gowda,Male,38,Resident of Vijayanagara (Hospete) Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410682,accused.682@email.com,Indian,Aadhaar-5682-2682,2026-11-11,Bail Rejected,Judicial Custody,FP-2026-682,accused_682.jpg,Accused in Chain Snatching at Vijayanagara (Hospete) Central PS
ACC00683,KSP/DIS001/2026/00683,Sunil Patil,Male,39,Resident of Bengaluru Urban Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410683,accused.683@email.com,Indian,Aadhaar-5683-2683,2026-12-12,Under Judicial Review,Not in Custody,FP-2026-683,accused_683.jpg,Accused in Cyber Crime at Electronic City Police Station
ACC00684,KSP/DIS002/2026/00684,Praveen Kumar,Male,40,Resident of Bengaluru Rural Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410684,accused.684@email.com,Indian,Aadhaar-5684-2684,2026-01-13,Bail Rejected,Judicial Custody,FP-2026-684,accused_684.jpg,Accused in UPI Fraud at Bengaluru Rural Traffic PS
ACC00685,KSP/DIS003/2026/00685,Ganesh Rao,Male,41,Resident of Ramanagara Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410685,accused.685@email.com,Indian,Aadhaar-5685-2685,2026-02-14,Under Judicial Review,Not in Custody,FP-2026-685,accused_685.jpg,Accused in Online Banking Fraud at Ramanagara Town PS
ACC00686,KSP/DIS004/2026/00686,Nitin Sharma,Male,42,Resident of Chikkaballapura Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410686,accused.686@email.com,Indian,Aadhaar-5686-2686,2026-03-15,Bail Rejected,Judicial Custody,FP-2026-686,accused_686.jpg,Accused in Identity Theft at Chikkaballapura Central PS
ACC00687,KSP/DIS005/2026/00687,Niranjan Nair,Male,43,Resident of Kolar Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410687,accused.687@email.com,Indian,Aadhaar-5687-2687,2026-04-16,Under Judicial Review,Not in Custody,FP-2026-687,accused_687.jpg,Accused in ATM Fraud at Kolar Cyber Crime PS
ACC00688,KSP/DIS006/2026/00688,Vikas Verma,Male,44,Resident of Tumakuru Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410688,accused.688@email.com,Indian,Aadhaar-5688-2688,2026-05-17,Bail Rejected,Judicial Custody,FP-2026-688,accused_688.jpg,Accused in Rape at Tumakuru Traffic PS
ACC00689,KSP/DIS007/2026/00689,Rahul Reddy,Male,45,Resident of Shivamogga Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410689,accused.689@email.com,Indian,Aadhaar-5689-2689,2026-06-18,Under Judicial Review,Not in Custody,FP-2026-689,accused_689.jpg,Accused in Sexual Assault at Shivamogga Town PS
ACC00690,KSP/DIS008/2026/00690,Imran Khan,Male,46,Resident of Chitradurga Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410690,accused.690@email.com,Indian,Aadhaar-5690-2690,2026-07-19,Bail Rejected,Judicial Custody,FP-2026-690,accused_690.jpg,Accused in POCSO at Chitradurga Central PS
ACC00691,KSP/DIS009/2026/00691,Ajay Mehta,Male,47,Resident of Davanagere Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410691,accused.691@email.com,Indian,Aadhaar-5691-2691,2026-08-20,Under Judicial Review,Not in Custody,FP-2026-691,accused_691.jpg,Accused in Domestic Violence at Davanagere Cyber Crime PS
ACC00692,KSP/DIS010/2026/00692,Rohan Kulkarni,Male,48,Resident of Mysuru Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410692,accused.692@email.com,Indian,Aadhaar-5692-2692,2026-09-21,Bail Rejected,Judicial Custody,FP-2026-692,accused_692.jpg,Accused in Illegal Weapons at Mysuru Traffic PS
ACC00693,KSP/DIS011/2026/00693,Deepak Hegde,Male,49,Resident of Mandya Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410693,accused.693@email.com,Indian,Aadhaar-5693-2693,2026-10-22,Under Judicial Review,Not in Custody,FP-2026-693,accused_693.jpg,Accused in Drug Trafficking at Mandya Town PS
ACC00694,KSP/DIS012/2026/00694,Sanjay Shetty,Male,50,Resident of Hassan Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410694,accused.694@email.com,Indian,Aadhaar-5694-2694,2026-11-23,Bail Rejected,Judicial Custody,FP-2026-694,accused_694.jpg,Accused in Human Trafficking at Hassan Central PS
ACC00695,KSP/DIS013/2026/00695,Mahesh Bhat,Male,51,Resident of Chamarajanagara Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410695,accused.695@email.com,Indian,Aadhaar-5695-2695,2026-12-24,Under Judicial Review,Not in Custody,FP-2026-695,accused_695.jpg,Accused in Gambling at Chamarajanagara Cyber Crime PS
ACC00696,KSP/DIS014/2026/00696,Santosh Deshmukh,Male,52,Resident of Kodagu Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410696,accused.696@email.com,Indian,Aadhaar-5696-2696,2026-01-25,Bail Rejected,Judicial Custody,FP-2026-696,accused_696.jpg,Accused in Wildlife Crime at Kodagu Traffic PS
ACC00697,KSP/DIS015/2026/00697,Ramesh Joshi,Male,53,Resident of Dakshina Kannada (Mangaluru) Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410697,accused.697@email.com,Indian,Aadhaar-5697-2697,2026-02-26,Under Judicial Review,Not in Custody,FP-2026-697,accused_697.jpg,Accused in Forest Crime at Dakshina Kannada (Mangaluru) Town PS
ACC00698,KSP/DIS016/2026/00698,Suresh Naik,Male,54,Resident of Udupi Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410698,accused.698@email.com,Indian,Aadhaar-5698-2698,2026-03-27,Bail Rejected,Judicial Custody,FP-2026-698,accused_698.jpg,Accused in Terror Related Activity at Udupi Central PS
ACC00699,KSP/DIS017/2026/00699,Vijay Iyengar,Male,55,Resident of Uttara Kannada (Karwar) Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410699,accused.699@email.com,Indian,Aadhaar-5699-2699,2026-04-28,Under Judicial Review,Not in Custody,FP-2026-699,accused_699.jpg,Accused in Corruption at Uttara Kannada (Karwar) Cyber Crime PS
ACC00700,KSP/DIS018/2026/00700,Manjunath Gowda,Male,21,Resident of Belagavi Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410700,accused.700@email.com,Indian,Aadhaar-5700-2700,2026-05-01,Bail Rejected,Judicial Custody,FP-2026-700,accused_700.jpg,Accused in Economic Offence at Belagavi Traffic PS
ACC00701,KSP/DIS019/2026/00701,Karthik Patil,Male,22,Resident of Dharwad Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410701,accused.701@email.com,Indian,Aadhaar-5701-2701,2026-06-02,Under Judicial Review,Not in Custody,FP-2026-701,accused_701.jpg,Accused in White Collar Crime at Dharwad Town PS
ACC00702,KSP/DIS020/2026/00702,Anil Kumar,Male,23,Resident of Hubballi City Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410702,accused.702@email.com,Indian,Aadhaar-5702-2702,2026-07-03,Bail Rejected,Judicial Custody,FP-2026-702,accused_702.jpg,Accused in Smuggling at Hubballi City Central PS
ACC00703,KSP/DIS021/2026/00703,Sunil Rao,Male,24,Resident of Gadag Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410703,accused.703@email.com,Indian,Aadhaar-5703-2703,2026-08-04,Under Judicial Review,Not in Custody,FP-2026-703,accused_703.jpg,Accused in Extortion at Gadag Cyber Crime PS
ACC00704,KSP/DIS022/2026/00704,Praveen Sharma,Male,25,Resident of Haveri Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410704,accused.704@email.com,Indian,Aadhaar-5704-2704,2026-09-05,Bail Rejected,Judicial Custody,FP-2026-704,accused_704.jpg,Accused in Blackmail at Haveri Traffic PS
ACC00705,KSP/DIS023/2026/00705,Ganesh Nair,Male,26,Resident of Vijayapura Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410705,accused.705@email.com,Indian,Aadhaar-5705-2705,2026-10-06,Under Judicial Review,Not in Custody,FP-2026-705,accused_705.jpg,Accused in Counterfeit Currency at Vijayapura Town PS
ACC00706,KSP/DIS024/2026/00706,Nitin Verma,Male,27,Resident of Bagalkote Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410706,accused.706@email.com,Indian,Aadhaar-5706-2706,2026-11-07,Bail Rejected,Judicial Custody,FP-2026-706,accused_706.jpg,Accused in Fake Documents at Bagalkote Central PS
ACC00707,KSP/DIS025/2026/00707,Niranjan Reddy,Male,28,Resident of Kalaburagi Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410707,accused.707@email.com,Indian,Aadhaar-5707-2707,2026-12-08,Under Judicial Review,Not in Custody,FP-2026-707,accused_707.jpg,Accused in Hit and Run at Kalaburagi Cyber Crime PS
ACC00708,KSP/DIS026/2026/00708,Vikas Khan,Male,29,Resident of Bidar Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410708,accused.708@email.com,Indian,Aadhaar-5708-2708,2026-01-09,Bail Rejected,Judicial Custody,FP-2026-708,accused_708.jpg,Accused in Road Accident at Bidar Traffic PS
ACC00709,KSP/DIS027/2026/00709,Rahul Mehta,Male,30,Resident of Raichur Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410709,accused.709@email.com,Indian,Aadhaar-5709-2709,2026-02-10,Under Judicial Review,Not in Custody,FP-2026-709,accused_709.jpg,Accused in Fire Incident at Raichur Town PS
ACC00710,KSP/DIS028/2026/00710,Imran Kulkarni,Male,31,Resident of Koppal Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410710,accused.710@email.com,Indian,Aadhaar-5710-2710,2026-03-11,Bail Rejected,Judicial Custody,FP-2026-710,accused_710.jpg,Accused in Unknown Dead Body at Koppal Central PS
ACC00711,KSP/DIS029/2026/00711,Ajay Hegde,Male,32,Resident of Yadgir Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410711,accused.711@email.com,Indian,Aadhaar-5711-2711,2026-04-12,Under Judicial Review,Not in Custody,FP-2026-711,accused_711.jpg,Accused in Suicide Investigation at Yadgir Cyber Crime PS
ACC00712,KSP/DIS030/2026/00712,Rohan Shetty,Male,33,Resident of Ballari Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410712,accused.712@email.com,Indian,Aadhaar-5712-2712,2026-05-13,Bail Rejected,Judicial Custody,FP-2026-712,accused_712.jpg,Accused in Property Disputes at Ballari Traffic PS
ACC00713,KSP/DIS031/2026/00713,Deepak Bhat,Male,34,Resident of Vijayanagara (Hospete) Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410713,accused.713@email.com,Indian,Aadhaar-5713-2713,2026-06-14,Under Judicial Review,Not in Custody,FP-2026-713,accused_713.jpg,Accused in Public Disturbance at Vijayanagara (Hospete) Town PS
ACC00714,KSP/DIS001/2026/00714,Sanjay Deshmukh,Male,35,Resident of Bengaluru Urban Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410714,accused.714@email.com,Indian,Aadhaar-5714-2714,2026-07-15,Bail Rejected,Judicial Custody,FP-2026-714,accused_714.jpg,Accused in Synthetic Drugs (MDMA) at Bengaluru Urban Cyber Crime PS
ACC00715,KSP/DIS002/2026/00715,Mahesh Joshi,Male,36,Resident of Bengaluru Rural Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410715,accused.715@email.com,Indian,Aadhaar-5715-2715,2026-08-16,Under Judicial Review,Not in Custody,FP-2026-715,accused_715.jpg,Accused in Murder at Bengaluru Rural Cyber Crime PS
ACC00716,KSP/DIS003/2026/00716,Santosh Naik,Male,37,Resident of Ramanagara Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410716,accused.716@email.com,Indian,Aadhaar-5716-2716,2026-09-17,Bail Rejected,Judicial Custody,FP-2026-716,accused_716.jpg,Accused in Attempt to Murder at Ramanagara Traffic PS
ACC00717,KSP/DIS004/2026/00717,Ramesh Iyengar,Male,38,Resident of Chikkaballapura Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410717,accused.717@email.com,Indian,Aadhaar-5717-2717,2026-10-18,Under Judicial Review,Not in Custody,FP-2026-717,accused_717.jpg,Accused in Assault & Grievous Hurt at Chikkaballapura Town PS
ACC00718,KSP/DIS005/2026/00718,Suresh Gowda,Male,39,Resident of Kolar Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410718,accused.718@email.com,Indian,Aadhaar-5718-2718,2026-11-19,Bail Rejected,Judicial Custody,FP-2026-718,accused_718.jpg,Accused in Kidnapping at Kolar Central PS
ACC00719,KSP/DIS006/2026/00719,Vijay Patil,Male,40,Resident of Tumakuru Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410719,accused.719@email.com,Indian,Aadhaar-5719-2719,2026-12-20,Under Judicial Review,Not in Custody,FP-2026-719,accused_719.jpg,Accused in Missing Person at Tumakuru Cyber Crime PS
ACC00720,KSP/DIS007/2026/00720,Manjunath Kumar,Male,41,Resident of Shivamogga Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410720,accused.720@email.com,Indian,Aadhaar-5720-2720,2026-01-21,Bail Rejected,Judicial Custody,FP-2026-720,accused_720.jpg,Accused in Theft at Shivamogga Traffic PS
ACC00721,KSP/DIS008/2026/00721,Karthik Rao,Male,42,Resident of Chitradurga Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410721,accused.721@email.com,Indian,Aadhaar-5721-2721,2026-02-22,Under Judicial Review,Not in Custody,FP-2026-721,accused_721.jpg,Accused in Vehicle Theft at Chitradurga Town PS
ACC00722,KSP/DIS009/2026/00722,Anil Sharma,Male,43,Resident of Davanagere Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410722,accused.722@email.com,Indian,Aadhaar-5722-2722,2026-03-23,Bail Rejected,Judicial Custody,FP-2026-722,accused_722.jpg,Accused in Burglary at Davanagere Central PS
ACC00723,KSP/DIS010/2026/00723,Sunil Nair,Male,44,Resident of Mysuru Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410723,accused.723@email.com,Indian,Aadhaar-5723-2723,2026-04-24,Under Judicial Review,Not in Custody,FP-2026-723,accused_723.jpg,Accused in Robbery at Mysuru Cyber Crime PS
ACC00724,KSP/DIS011/2026/00724,Praveen Verma,Male,45,Resident of Mandya Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410724,accused.724@email.com,Indian,Aadhaar-5724-2724,2026-05-25,Bail Rejected,Judicial Custody,FP-2026-724,accused_724.jpg,Accused in Chain Snatching at Mandya Traffic PS
ACC00725,KSP/DIS012/2026/00725,Ganesh Reddy,Male,46,Resident of Hassan Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410725,accused.725@email.com,Indian,Aadhaar-5725-2725,2026-06-26,Under Judicial Review,Not in Custody,FP-2026-725,accused_725.jpg,Accused in Cyber Crime at Hassan Town PS
ACC00726,KSP/DIS013/2026/00726,Nitin Khan,Male,47,Resident of Chamarajanagara Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410726,accused.726@email.com,Indian,Aadhaar-5726-2726,2026-07-27,Bail Rejected,Judicial Custody,FP-2026-726,accused_726.jpg,Accused in UPI Fraud at Chamarajanagara Central PS
ACC00727,KSP/DIS014/2026/00727,Niranjan Mehta,Male,48,Resident of Kodagu Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410727,accused.727@email.com,Indian,Aadhaar-5727-2727,2026-08-28,Under Judicial Review,Not in Custody,FP-2026-727,accused_727.jpg,Accused in Online Banking Fraud at Kodagu Cyber Crime PS
ACC00728,KSP/DIS015/2026/00728,Vikas Kulkarni,Male,49,Resident of Dakshina Kannada (Mangaluru) Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410728,accused.728@email.com,Indian,Aadhaar-5728-2728,2026-09-01,Bail Rejected,Judicial Custody,FP-2026-728,accused_728.jpg,Accused in Identity Theft at Dakshina Kannada (Mangaluru) Traffic PS
ACC00729,KSP/DIS016/2026/00729,Rahul Hegde,Male,50,Resident of Udupi Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410729,accused.729@email.com,Indian,Aadhaar-5729-2729,2026-10-02,Under Judicial Review,Not in Custody,FP-2026-729,accused_729.jpg,Accused in ATM Fraud at Udupi Town PS
ACC00730,KSP/DIS017/2026/00730,Imran Shetty,Male,51,Resident of Uttara Kannada (Karwar) Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410730,accused.730@email.com,Indian,Aadhaar-5730-2730,2026-11-03,Bail Rejected,Judicial Custody,FP-2026-730,accused_730.jpg,Accused in Rape at Uttara Kannada (Karwar) Central PS
ACC00731,KSP/DIS018/2026/00731,Ajay Bhat,Male,52,Resident of Belagavi Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410731,accused.731@email.com,Indian,Aadhaar-5731-2731,2026-12-04,Under Judicial Review,Not in Custody,FP-2026-731,accused_731.jpg,Accused in Sexual Assault at Belagavi Cyber Crime PS
ACC00732,KSP/DIS019/2026/00732,Rohan Deshmukh,Male,53,Resident of Dharwad Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410732,accused.732@email.com,Indian,Aadhaar-5732-2732,2026-01-05,Bail Rejected,Judicial Custody,FP-2026-732,accused_732.jpg,Accused in POCSO at Dharwad Traffic PS
ACC00733,KSP/DIS020/2026/00733,Deepak Joshi,Male,54,Resident of Hubballi City Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410733,accused.733@email.com,Indian,Aadhaar-5733-2733,2026-02-06,Under Judicial Review,Not in Custody,FP-2026-733,accused_733.jpg,Accused in Domestic Violence at Hubballi City Town PS
ACC00734,KSP/DIS021/2026/00734,Sanjay Naik,Male,55,Resident of Gadag Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410734,accused.734@email.com,Indian,Aadhaar-5734-2734,2026-03-07,Bail Rejected,Judicial Custody,FP-2026-734,accused_734.jpg,Accused in Illegal Weapons at Gadag Central PS
ACC00735,KSP/DIS022/2026/00735,Mahesh Iyengar,Male,21,Resident of Haveri Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410735,accused.735@email.com,Indian,Aadhaar-5735-2735,2026-04-08,Under Judicial Review,Not in Custody,FP-2026-735,accused_735.jpg,Accused in Drug Trafficking at Haveri Cyber Crime PS
ACC00736,KSP/DIS023/2026/00736,Santosh Gowda,Male,22,Resident of Vijayapura Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410736,accused.736@email.com,Indian,Aadhaar-5736-2736,2026-05-09,Bail Rejected,Judicial Custody,FP-2026-736,accused_736.jpg,Accused in Human Trafficking at Vijayapura Traffic PS
ACC00737,KSP/DIS024/2026/00737,Ramesh Patil,Male,23,Resident of Bagalkote Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410737,accused.737@email.com,Indian,Aadhaar-5737-2737,2026-06-10,Under Judicial Review,Not in Custody,FP-2026-737,accused_737.jpg,Accused in Gambling at Bagalkote Town PS
ACC00738,KSP/DIS025/2026/00738,Suresh Kumar,Male,24,Resident of Kalaburagi Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410738,accused.738@email.com,Indian,Aadhaar-5738-2738,2026-07-11,Bail Rejected,Judicial Custody,FP-2026-738,accused_738.jpg,Accused in Wildlife Crime at Kalaburagi Central PS
ACC00739,KSP/DIS026/2026/00739,Vijay Rao,Male,25,Resident of Bidar Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410739,accused.739@email.com,Indian,Aadhaar-5739-2739,2026-08-12,Under Judicial Review,Not in Custody,FP-2026-739,accused_739.jpg,Accused in Forest Crime at Bidar Cyber Crime PS
ACC00740,KSP/DIS027/2026/00740,Manjunath Sharma,Male,26,Resident of Raichur Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410740,accused.740@email.com,Indian,Aadhaar-5740-2740,2026-09-13,Bail Rejected,Judicial Custody,FP-2026-740,accused_740.jpg,Accused in Terror Related Activity at Raichur Traffic PS
ACC00741,KSP/DIS028/2026/00741,Karthik Nair,Male,27,Resident of Koppal Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410741,accused.741@email.com,Indian,Aadhaar-5741-2741,2026-10-14,Under Judicial Review,Not in Custody,FP-2026-741,accused_741.jpg,Accused in Corruption at Koppal Town PS
ACC00742,KSP/DIS029/2026/00742,Anil Verma,Male,28,Resident of Yadgir Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410742,accused.742@email.com,Indian,Aadhaar-5742-2742,2026-11-15,Bail Rejected,Judicial Custody,FP-2026-742,accused_742.jpg,Accused in Economic Offence at Yadgir Central PS
ACC00743,KSP/DIS030/2026/00743,Sunil Reddy,Male,29,Resident of Ballari Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410743,accused.743@email.com,Indian,Aadhaar-5743-2743,2026-12-16,Under Judicial Review,Not in Custody,FP-2026-743,accused_743.jpg,Accused in White Collar Crime at Ballari Cyber Crime PS
ACC00744,KSP/DIS031/2026/00744,Praveen Khan,Male,30,Resident of Vijayanagara (Hospete) Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410744,accused.744@email.com,Indian,Aadhaar-5744-2744,2026-01-17,Bail Rejected,Judicial Custody,FP-2026-744,accused_744.jpg,Accused in Smuggling at Vijayanagara (Hospete) Traffic PS
ACC00745,KSP/DIS001/2026/00745,Ganesh Mehta,Male,31,Resident of Bengaluru Urban Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410745,accused.745@email.com,Indian,Aadhaar-5745-2745,2026-02-18,Under Judicial Review,Not in Custody,FP-2026-745,accused_745.jpg,Accused in Extortion at Indiranagar Police Station
ACC00746,KSP/DIS002/2026/00746,Nitin Kulkarni,Male,32,Resident of Bengaluru Rural Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410746,accused.746@email.com,Indian,Aadhaar-5746-2746,2026-03-19,Bail Rejected,Judicial Custody,FP-2026-746,accused_746.jpg,Accused in Blackmail at Bengaluru Rural Central PS
ACC00747,KSP/DIS003/2026/00747,Niranjan Hegde,Male,33,Resident of Ramanagara Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410747,accused.747@email.com,Indian,Aadhaar-5747-2747,2026-04-20,Under Judicial Review,Not in Custody,FP-2026-747,accused_747.jpg,Accused in Counterfeit Currency at Ramanagara Cyber Crime PS
ACC00748,KSP/DIS004/2026/00748,Vikas Shetty,Male,34,Resident of Chikkaballapura Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410748,accused.748@email.com,Indian,Aadhaar-5748-2748,2026-05-21,Bail Rejected,Judicial Custody,FP-2026-748,accused_748.jpg,Accused in Fake Documents at Chikkaballapura Traffic PS
ACC00749,KSP/DIS005/2026/00749,Rahul Bhat,Male,35,Resident of Kolar Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410749,accused.749@email.com,Indian,Aadhaar-5749-2749,2026-06-22,Under Judicial Review,Not in Custody,FP-2026-749,accused_749.jpg,Accused in Hit and Run at Kolar Town PS
ACC00750,KSP/DIS006/2026/00750,Imran Deshmukh,Male,36,Resident of Tumakuru Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410750,accused.750@email.com,Indian,Aadhaar-5750-2750,2026-07-23,Bail Rejected,Judicial Custody,FP-2026-750,accused_750.jpg,Accused in Road Accident at Tumakuru Central PS
ACC00751,KSP/DIS007/2026/00751,Ajay Joshi,Male,37,Resident of Shivamogga Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410751,accused.751@email.com,Indian,Aadhaar-5751-2751,2026-08-24,Under Judicial Review,Not in Custody,FP-2026-751,accused_751.jpg,Accused in Fire Incident at Shivamogga Cyber Crime PS
ACC00752,KSP/DIS008/2026/00752,Rohan Naik,Male,38,Resident of Chitradurga Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410752,accused.752@email.com,Indian,Aadhaar-5752-2752,2026-09-25,Bail Rejected,Judicial Custody,FP-2026-752,accused_752.jpg,Accused in Unknown Dead Body at Chitradurga Traffic PS
ACC00753,KSP/DIS009/2026/00753,Deepak Iyengar,Male,39,Resident of Davanagere Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410753,accused.753@email.com,Indian,Aadhaar-5753-2753,2026-10-26,Under Judicial Review,Not in Custody,FP-2026-753,accused_753.jpg,Accused in Suicide Investigation at Davanagere Town PS
ACC00754,KSP/DIS010/2026/00754,Sanjay Gowda,Male,40,Resident of Mysuru Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410754,accused.754@email.com,Indian,Aadhaar-5754-2754,2026-11-27,Bail Rejected,Judicial Custody,FP-2026-754,accused_754.jpg,Accused in Property Disputes at Mysuru Central PS
ACC00755,KSP/DIS011/2026/00755,Mahesh Patil,Male,41,Resident of Mandya Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410755,accused.755@email.com,Indian,Aadhaar-5755-2755,2026-12-28,Under Judicial Review,Not in Custody,FP-2026-755,accused_755.jpg,Accused in Public Disturbance at Mandya Cyber Crime PS
ACC00756,KSP/DIS012/2026/00756,Santosh Kumar,Male,42,Resident of Hassan Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410756,accused.756@email.com,Indian,Aadhaar-5756-2756,2026-01-01,Bail Rejected,Judicial Custody,FP-2026-756,accused_756.jpg,Accused in Synthetic Drugs (MDMA) at Hassan Traffic PS
ACC00757,KSP/DIS013/2026/00757,Ramesh Rao,Male,43,Resident of Chamarajanagara Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410757,accused.757@email.com,Indian,Aadhaar-5757-2757,2026-02-02,Under Judicial Review,Not in Custody,FP-2026-757,accused_757.jpg,Accused in Murder at Chamarajanagara Town PS
ACC00758,KSP/DIS014/2026/00758,Suresh Sharma,Male,44,Resident of Kodagu Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410758,accused.758@email.com,Indian,Aadhaar-5758-2758,2026-03-03,Bail Rejected,Judicial Custody,FP-2026-758,accused_758.jpg,Accused in Attempt to Murder at Kodagu Central PS
