VictimID,CaseID,VictimName,Gender,Age,Mobile,Address,Occupation,InjuryType,Statement,Email,InjurySeverity,MedicalReport,HospitalName,VictimStatus,EmergencyContact,IDProof
VIC00674,KSP/DIS023/2026/00674,Ajay Khan,Male,64,9876110674,"Vijayapura Central PS Sector 5, Vijayapura",IT Software Engineer,Fatal Injury,Statement of Ajay Khan recorded regarding Attempt to Murder.,victim.674@ksp-citizen.in,Critical,MR674,Vijayapura District General Hospital,Deceased,9876210674,Aadhaar-4674-1674
VIC00675,KSP/DIS024/2026/00675,Ananya Mehta,Female,20,9876110675,"Bagalkote Cyber Crime PS Sector 1, Bagalkote",Business Owner,Minor Contusion,Statement of Ananya Mehta recorded regarding Assault & Grievous Hurt.,victim.675@ksp-citizen.in,Mild,MR675,Bagalkote District General Hospital,Safe & Recovered,9876210675,Aadhaar-4675-1675
VIC00676,KSP/DIS025/2026/00676,Deepak Kulkarni,Male,21,9876110676,"Kalaburagi Traffic PS Sector 2, Kalaburagi",IT Software Engineer,Minor Contusion,Statement of Deepak Kulkarni recorded regarding Kidnapping.,victim.676@ksp-citizen.in,Mild,MR676,Kalaburagi District General Hospital,Safe & Recovered,9876210676,Aadhaar-4676-1676
VIC00677,KSP/DIS026/2026/00677,Sanjay Hegde,Male,22,9876110677,"Bidar Town PS Sector 3, Bidar",Business Owner,Minor Contusion,Statement of Sanjay Hegde recorded regarding Missing Person.,victim.677@ksp-citizen.in,Mild,MR677,Bidar District General Hospital,Safe & Recovered,9876210677,Aadhaar-4677-1677
VIC00678,KSP/DIS027/2026/00678,Pooja Shetty,Female,23,9876110678,"Raichur Central PS Sector 4, Raichur",IT Software Engineer,Minor Contusion,Statement of Pooja Shetty recorded regarding Theft.,victim.678@ksp-citizen.in,Mild,MR678,Raichur District General Hospital,Safe & Recovered,9876210678,Aadhaar-4678-1678
VIC00679,KSP/DIS028/2026/00679,Santosh Bhat,Male,24,9876110679,"Koppal Cyber Crime PS Sector 5, Koppal",Business Owner,Minor Contusion,Statement of Santosh Bhat recorded regarding Vehicle Theft.,victim.679@ksp-citizen.in,Mild,MR679,Koppal District General Hospital,Safe & Recovered,9876210679,Aadhaar-4679-1679
VIC00680,KSP/DIS029/2026/00680,Ramesh Deshmukh,Male,25,9876110680,"Yadgir Traffic PS Sector 1, Yadgir",IT Software Engineer,Minor Contusion,Statement of Ramesh Deshmukh recorded regarding Burglary.,victim.680@ksp-citizen.in,Mild,MR680,Yadgir District General Hospital,Safe & Recovered,9876210680,Aadhaar-4680-1680
VIC00681,KSP/DIS030/2026/00681,Sunita Joshi,Female,26,9876110681,"Ballari Town PS Sector 2, Ballari",Business Owner,Minor Contusion,Statement of Sunita Joshi recorded regarding Robbery.,victim.681@ksp-citizen.in,Mild,MR681,Ballari District General Hospital,Safe & Recovered,9876210681,Aadhaar-4681-1681
VIC00682,KSP/DIS031/2026/00682,Vijay Naik,Male,27,9876110682,"Vijayanagara (Hospete) Central PS Sector 3, Vijayanagara (Hospete)",IT Software Engineer,Minor Contusion,Statement of Vijay Naik recorded regarding Chain Snatching.,victim.682@ksp-citizen.in,Mild,MR682,Vijayanagara (Hospete) District General Hospital,Safe & Recovered,9876210682,Aadhaar-4682-1682
VIC00683,KSP/DIS001/2026/00683,Manjunath Iyengar,Male,28,9876110683,"Electronic City Police Station Sector 4, Bengaluru Urban",Business Owner,Minor Contusion,Statement of Manjunath Iyengar recorded regarding Cyber Crime.,victim.683@ksp-citizen.in,Mild,MR683,Bengaluru Urban District General Hospital,Safe & Recovered,9876210683,Aadhaar-4683-1683
VIC00684,KSP/DIS002/2026/00684,Meena Gowda,Female,29,9876110684,"Bengaluru Rural Traffic PS Sector 5, Bengaluru Rural",IT Software Engineer,Minor Contusion,Statement of Meena Gowda recorded regarding UPI Fraud.,victim.684@ksp-citizen.in,Mild,MR684,Bengaluru Rural District General Hospital,Safe & Recovered,9876210684,Aadhaar-4684-1684
VIC00685,KSP/DIS003/2026/00685,Anil Patil,Male,30,9876110685,"Ramanagara Town PS Sector 1, Ramanagara",Business Owner,Minor Contusion,Statement of Anil Patil recorded regarding Online Banking Fraud.,victim.685@ksp-citizen.in,Mild,MR685,Ramanagara District General Hospital,Safe & Recovered,9876210685,Aadhaar-4685-1685
VIC00686,KSP/DIS004/2026/00686,Sunil Kumar,Male,31,9876110686,"Chikkaballapura Central PS Sector 2, Chikkaballapura",IT Software Engineer,Minor Contusion,Statement of Sunil Kumar recorded regarding Identity Theft.,victim.686@ksp-citizen.in,Mild,MR686,Chikkaballapura District General Hospital,Safe & Recovered,9876210686,Aadhaar-4686-1686
VIC00687,KSP/DIS005/2026/00687,Bhavya Rao,Female,32,9876110687,"Kolar Cyber Crime PS Sector 3, Kolar",Business Owner,Minor Contusion,Statement of Bhavya Rao recorded regarding ATM Fraud.,victim.687@ksp-citizen.in,Mild,MR687,Kolar District General Hospital,Safe & Recovered,9876210687,Aadhaar-4687-1687
VIC00688,KSP/DIS006/2026/00688,Ganesh Sharma,Male,33,9876110688,"Tumakuru Traffic PS Sector 4, Tumakuru",IT Software Engineer,Minor Contusion,Statement of Ganesh Sharma recorded regarding Rape.,victim.688@ksp-citizen.in,Mild,MR688,Tumakuru District General Hospital,Safe & Recovered,9876210688,Aadhaar-4688-1688
VIC00689,KSP/DIS007/2026/00689,Nitin Nair,Male,34,9876110689,"Shivamogga Town PS Sector 5, Shivamogga",Business Owner,Minor Contusion,Statement of Nitin Nair recorded regarding Sexual Assault.,victim.689@ksp-citizen.in,Mild,MR689,Shivamogga District General Hospital,Safe & Recovered,9876210689,Aadhaar-4689-1689
VIC00690,KSP/DIS008/2026/00690,Ananya Verma,Female,35,9876110690,"Chitradurga Central PS Sector 1, Chitradurga",IT Software Engineer,Minor Contusion,Statement of Ananya Verma recorded regarding POCSO.,victim.690@ksp-citizen.in,Mild,MR690,Chitradurga District General Hospital,Safe & Recovered,9876210690,Aadhaar-4690-1690
VIC00691,KSP/DIS009/2026/00691,Vikas Reddy,Male,36,9876110691,"Davanagere Cyber Crime PS Sector 2, Davanagere",Business Owner,Minor Contusion,Statement of Vikas Reddy recorded regarding Domestic Violence.,victim.691@ksp-citizen.in,Mild,MR691,Davanagere District General Hospital,Safe & Recovered,9876210691,Aadhaar-4691-1691
VIC00692,KSP/DIS010/2026/00692,Rahul Khan,Male,37,9876110692,"Mysuru Traffic PS Sector 3, Mysuru",IT Software Engineer,Minor Contusion,Statement of Rahul Khan recorded regarding Illegal Weapons.,victim.692@ksp-citizen.in,Mild,MR692,Mysuru District General Hospital,Safe & Recovered,9876210692,Aadhaar-4692-1692
VIC00693,KSP/DIS011/2026/00693,Pooja Mehta,Female,38,9876110693,"Mandya Town PS Sector 4, Mandya",Business Owner,Minor Contusion,Statement of Pooja Mehta recorded regarding Drug Trafficking.,victim.693@ksp-citizen.in,Mild,MR693,Mandya District General Hospital,Safe & Recovered,9876210693,Aadhaar-4693-1693
VIC00694,KSP/DIS012/2026/00694,Ajay Kulkarni,Male,39,9876110694,"Hassan Central PS Sector 5, Hassan",IT Software Engineer,Minor Contusion,Statement of Ajay Kulkarni recorded regarding Human Trafficking.,victim.694@ksp-citizen.in,Mild,MR694,Hassan District General Hospital,Safe & Recovered,9876210694,Aadhaar-4694-1694
VIC00695,KSP/DIS013/2026/00695,Rohan Hegde,Male,40,9876110695,"Chamarajanagara Cyber Crime PS Sector 1, Chamarajanagara",Business Owner,Minor Contusion,Statement of Rohan Hegde recorded regarding Gambling.,victim.695@ksp-citizen.in,Mild,MR695,Chamarajanagara District General Hospital,Safe & Recovered,9876210695,Aadhaar-4695-1695
VIC00696,KSP/DIS014/2026/00696,Sunita Shetty,Female,41,9876110696,"Kodagu Traffic PS Sector 2, Kodagu",IT Software Engineer,Minor Contusion,Statement of Sunita Shetty recorded regarding Wildlife Crime.,victim.696@ksp-citizen.in,Mild,MR696,Kodagu District General Hospital,Safe & Recovered,9876210696,Aadhaar-4696-1696
VIC00697,KSP/DIS015/2026/00697,Sanjay Bhat,Male,42,9876110697,"Dakshina Kannada (Mangaluru) Town PS Sector 3, Dakshina Kannada (Mangaluru)",Business Owner,Minor Contusion,Statement of Sanjay Bhat recorded regarding Forest Crime.,victim.697@ksp-citizen.in,Mild,MR697,Dakshina Kannada (Mangaluru) District General Hospital,Safe & Recovered,9876210697,Aadhaar-4697-1697
VIC00698,KSP/DIS016/2026/00698,Mahesh Deshmukh,Male,43,9876110698,"Udupi Central PS Sector 4, Udupi",IT Software Engineer,Minor Contusion,Statement of Mahesh Deshmukh recorded regarding Terror Related Activity.,victim.698@ksp-citizen.in,Mild,MR698,Udupi District General Hospital,Safe & Recovered,9876210698,Aadhaar-4698-1698
VIC00699,KSP/DIS017/2026/00699,Meena Joshi,Female,44,9876110699,"Uttara Kannada (Karwar) Cyber Crime PS Sector 5, Uttara Kannada (Karwar)",Business Owner,Minor Contusion,Statement of Meena Joshi recorded regarding Corruption.,victim.699@ksp-citizen.in,Mild,MR699,Uttara Kannada (Karwar) District General Hospital,Safe & Recovered,9876210699,Aadhaar-4699-1699
VIC00700,KSP/DIS018/2026/00700,Ramesh Naik,Male,45,9876110700,"Belagavi Traffic PS Sector 1, Belagavi",IT Software Engineer,Minor Contusion,Statement of Ramesh Naik recorded regarding Economic Offence.,victim.700@ksp-citizen.in,Mild,MR700,Belagavi District General Hospital,Safe & Recovered,9876210700,Aadhaar-4700-1700
VIC00701,KSP/DIS019/2026/00701,Suresh Iyengar,Male,46,9876110701,"Dharwad Town PS Sector 2, Dharwad",Business Owner,Minor Contusion,Statement of Suresh Iyengar recorded regarding White Collar Crime.,victim.701@ksp-citizen.in,Mild,MR701,Dharwad District General Hospital,Safe & Recovered,9876210701,Aadhaar-4701-1701
VIC00702,KSP/DIS020/2026/00702,Bhavya Gowda,Female,47,9876110702,"Hubballi City Central PS Sector 3, Hubballi City",IT Software Engineer,Minor Contusion,Statement of Bhavya Gowda recorded regarding Smuggling.,victim.702@ksp-citizen.in,Mild,MR702,Hubballi City District General Hospital,Safe & Recovered,9876210702,Aadhaar-4702-1702
VIC00703,KSP/DIS021/2026/00703,Manjunath Patil,Male,48,9876110703,"Gadag Cyber Crime PS Sector 4, Gadag",Business Owner,Minor Contusion,Statement of Manjunath Patil recorded regarding Extortion.,victim.703@ksp-citizen.in,Mild,MR703,Gadag District General Hospital,Safe & Recovered,9876210703,Aadhaar-4703-1703
VIC00704,KSP/DIS022/2026/00704,Karthik Kumar,Male,49,9876110704,"Haveri Traffic PS Sector 5, Haveri",IT Software Engineer,Minor Contusion,Statement of Karthik Kumar recorded regarding Blackmail.,victim.704@ksp-citizen.in,Mild,MR704,Haveri District General Hospital,Safe & Recovered,9876210704,Aadhaar-4704-1704
VIC00705,KSP/DIS023/2026/00705,Ananya Rao,Female,50,9876110705,"Vijayapura Town PS Sector 1, Vijayapura",Business Owner,Minor Contusion,Statement of Ananya Rao recorded regarding Counterfeit Currency.,victim.705@ksp-citizen.in,Mild,MR705,Vijayapura District General Hospital,Safe & Recovered,9876210705,Aadhaar-4705-1705
VIC00706,KSP/DIS024/2026/00706,Sunil Sharma,Male,51,9876110706,"Bagalkote Central PS Sector 2, Bagalkote",IT Software Engineer,Minor Contusion,Statement of Sunil Sharma recorded regarding Fake Documents.,victim.706@ksp-citizen.in,Mild,MR706,Bagalkote District General Hospital,Safe & Recovered,9876210706,Aadhaar-4706-1706
VIC00707,KSP/DIS025/2026/00707,Praveen Nair,Male,52,9876110707,"Kalaburagi Cyber Crime PS Sector 3, Kalaburagi",Business Owner,Minor Contusion,Statement of Praveen Nair recorded regarding Hit and Run.,victim.707@ksp-citizen.in,Mild,MR707,Kalaburagi District General Hospital,Safe & Recovered,9876210707,Aadhaar-4707-1707
VIC00708,KSP/DIS026/2026/00708,Pooja Verma,Female,53,9876110708,"Bidar Traffic PS Sector 4, Bidar",IT Software Engineer,Minor Contusion,Statement of Pooja Verma recorded regarding Road Accident.,victim.708@ksp-citizen.in,Mild,MR708,Bidar District General Hospital,Safe & Recovered,9876210708,Aadhaar-4708-1708
VIC00709,KSP/DIS027/2026/00709,Nitin Reddy,Male,54,9876110709,"Raichur Town PS Sector 5, Raichur",Business Owner,Minor Contusion,Statement of Nitin Reddy recorded regarding Fire Incident.,victim.709@ksp-citizen.in,Mild,MR709,Raichur District General Hospital,Safe & Recovered,9876210709,Aadhaar-4709-1709
VIC00710,KSP/DIS028/2026/00710,Niranjan Khan,Male,55,9876110710,"Koppal Central PS Sector 1, Koppal",IT Software Engineer,Minor Contusion,Statement of Niranjan Khan recorded regarding Unknown Dead Body.,victim.710@ksp-citizen.in,Mild,MR710,Koppal District General Hospital,Safe & Recovered,9876210710,Aadhaar-4710-1710
VIC00711,KSP/DIS029/2026/00711,Sunita Mehta,Female,56,9876110711,"Yadgir Cyber Crime PS Sector 2, Yadgir",Business Owner,Minor Contusion,Statement of Sunita Mehta recorded regarding Suicide Investigation.,victim.711@ksp-citizen.in,Mild,MR711,Yadgir District General Hospital,Safe & Recovered,9876210711,Aadhaar-4711-1711
VIC00712,KSP/DIS030/2026/00712,Rahul Kulkarni,Male,57,9876110712,"Ballari Traffic PS Sector 3, Ballari",IT Software Engineer,Minor Contusion,Statement of Rahul Kulkarni recorded regarding Property Disputes.,victim.712@ksp-citizen.in,Mild,MR712,Ballari District General Hospital,Safe & Recovered,9876210712,Aadhaar-4712-1712
VIC00713,KSP/DIS031/2026/00713,Imran Hegde,Male,58,9876110713,"Vijayanagara (Hospete) Town PS Sector 4, Vijayanagara (Hospete)",Business Owner,Minor Contusion,Statement of Imran Hegde recorded regarding Public Disturbance.,victim.713@ksp-citizen.in,Mild,MR713,Vijayanagara (Hospete) District General Hospital,Safe & Recovered,9876210713,Aadhaar-4713-1713
VIC00714,KSP/DIS001/2026/00714,Meena Shetty,Female,59,9876110714,"Bengaluru Urban Cyber Crime PS Sector 5, Bengaluru Urban",IT Software Engineer,Minor Contusion,Statement of Meena Shetty recorded regarding Synthetic Drugs (MDMA).,victim.714@ksp-citizen.in,Mild,MR714,Bengaluru Urban District General Hospital,Safe & Recovered,9876210714,Aadhaar-4714-1714
VIC00715,KSP/DIS002/2026/00715,Rohan Bhat,Male,60,9876110715,"Bengaluru Rural Cyber Crime PS Sector 1, Bengaluru Rural",Business Owner,Fatal Injury,Statement of Rohan Bhat recorded regarding Murder.,victim.715@ksp-citizen.in,Critical,MR715,Bengaluru Rural District General Hospital,Deceased,9876210715,Aadhaar-4715-1715
VIC00716,KSP/DIS003/2026/00716,Deepak Deshmukh,Male,61,9876110716,"Ramanagara Traffic PS Sector 2, Ramanagara",IT Software Engineer,Fatal Injury,Statement of Deepak Deshmukh recorded regarding Attempt to Murder.,victim.716@ksp-citizen.in,Critical,MR716,Ramanagara District General Hospital,Deceased,9876210716,Aadhaar-4716-1716
VIC00717,KSP/DIS004/2026/00717,Bhavya Joshi,Female,62,9876110717,"Chikkaballapura Town PS Sector 3, Chikkaballapura",Business Owner,Minor Contusion,Statement of Bhavya Joshi recorded regarding Assault & Grievous Hurt.,victim.717@ksp-citizen.in,Mild,MR717,Chikkaballapura District General Hospital,Safe & Recovered,9876210717,Aadhaar-4717-1717
VIC00718,KSP/DIS005/2026/00718,Mahesh Naik,Male,63,9876110718,"Kolar Central PS Sector 4, Kolar",IT Software Engineer,Minor Contusion,Statement of Mahesh Naik recorded regarding Kidnapping.,victim.718@ksp-citizen.in,Mild,MR718,Kolar District General Hospital,Safe & Recovered,9876210718,Aadhaar-4718-1718
VIC00719,KSP/DIS006/2026/00719,Santosh Iyengar,Male,64,9876110719,"Tumakuru Cyber Crime PS Sector 5, Tumakuru",Business Owner,Minor Contusion,Statement of Santosh Iyengar recorded regarding Missing Person.,victim.719@ksp-citizen.in,Mild,MR719,Tumakuru District General Hospital,Safe & Recovered,9876210719,Aadhaar-4719-1719
VIC00720,KSP/DIS007/2026/00720,Ananya Gowda,Female,20,9876110720,"Shivamogga Traffic PS Sector 1, Shivamogga",IT Software Engineer,Minor Contusion,Statement of Ananya Gowda recorded regarding Theft.,victim.720@ksp-citizen.in,Mild,MR720,Shivamogga District General Hospital,Safe & Recovered,9876210720,Aadhaar-4720-1720
VIC00721,KSP/DIS008/2026/00721,Suresh Patil,Male,21,9876110721,"Chitradurga Town PS Sector 2, Chitradurga",Business Owner,Minor Contusion,Statement of Suresh Patil recorded regarding Vehicle Theft.,victim.721@ksp-citizen.in,Mild,MR721,Chitradurga District General Hospital,Safe & Recovered,9876210721,Aadhaar-4721-1721
VIC00722,KSP/DIS009/2026/00722,Vijay Kumar,Male,22,9876110722,"Davanagere Central PS Sector 3, Davanagere",IT Software Engineer,Minor Contusion,Statement of Vijay Kumar recorded regarding Burglary.,victim.722@ksp-citizen.in,Mild,MR722,Davanagere District General Hospital,Safe & Recovered,9876210722,Aadhaar-4722-1722
VIC00723,KSP/DIS010/2026/00723,Pooja Rao,Female,23,9876110723,"Mysuru Cyber Crime PS Sector 4, Mysuru",Business Owner,Minor Contusion,Statement of Pooja Rao recorded regarding Robbery.,victim.723@ksp-citizen.in,Mild,MR723,Mysuru District General Hospital,Safe & Recovered,9876210723,Aadhaar-4723-1723
VIC00724,KSP/DIS011/2026/00724,Karthik Sharma,Male,24,9876110724,"Mandya Traffic PS Sector 5, Mandya",IT Software Engineer,Minor Contusion,Statement of Karthik Sharma recorded regarding Chain Snatching.,victim.724@ksp-citizen.in,Mild,MR724,Mandya District General Hospital,Safe & Recovered,9876210724,Aadhaar-4724-1724
VIC00725,KSP/DIS012/2026/00725,Anil Nair,Male,25,9876110725,"Hassan Town PS Sector 1, Hassan",Business Owner,Minor Contusion,Statement of Anil Nair recorded regarding Cyber Crime.,victim.725@ksp-citizen.in,Mild,MR725,Hassan District General Hospital,Safe & Recovered,9876210725,Aadhaar-4725-1725
VIC00726,KSP/DIS013/2026/00726,Sunita Verma,Female,26,9876110726,"Chamarajanagara Central PS Sector 2, Chamarajanagara",IT Software Engineer,Minor Contusion,Statement of Sunita Verma recorded regarding UPI Fraud.,victim.726@ksp-citizen.in,Mild,MR726,Chamarajanagara District General Hospital,Safe & Recovered,9876210726,Aadhaar-4726-1726
VIC00727,KSP/DIS014/2026/00727,Praveen Reddy,Male,27,9876110727,"Kodagu Cyber Crime PS Sector 3, Kodagu",Business Owner,Minor Contusion,Statement of Praveen Reddy recorded regarding Online Banking Fraud.,victim.727@ksp-citizen.in,Mild,MR727,Kodagu District General Hospital,Safe & Recovered,9876210727,Aadhaar-4727-1727
VIC00728,KSP/DIS015/2026/00728,Ganesh Khan,Male,28,9876110728,"Dakshina Kannada (Mangaluru) Traffic PS Sector 4, Dakshina Kannada (Mangaluru)",IT Software Engineer,Minor Contusion,Statement of Ganesh Khan recorded regarding Identity Theft.,victim.728@ksp-citizen.in,Mild,MR728,Dakshina Kannada (Mangaluru) District General Hospital,Safe & Recovered,9876210728,Aadhaar-4728-1728
VIC00729,KSP/DIS016/2026/00729,Meena Mehta,Female,29,9876110729,"Udupi Town PS Sector 5, Udupi",Business Owner,Minor Contusion,Statement of Meena Mehta recorded regarding ATM Fraud.,victim.729@ksp-citizen.in,Mild,MR729,Udupi District General Hospital,Safe & Recovered,9876210729,Aadhaar-4729-1729
VIC00730,KSP/DIS017/2026/00730,Niranjan Kulkarni,Male,30,9876110730,"Uttara Kannada (Karwar) Central PS Sector 1, Uttara Kannada (Karwar)",IT Software Engineer,Minor Contusion,Statement of Niranjan Kulkarni recorded regarding Rape.,victim.730@ksp-citizen.in,Mild,MR730,Uttara Kannada (Karwar) District General Hospital,Safe & Recovered,9876210730,Aadhaar-4730-1730
VIC00731,KSP/DIS018/2026/00731,Vikas Hegde,Male,31,9876110731,"Belagavi Cyber Crime PS Sector 2, Belagavi",Business Owner,Minor Contusion,Statement of Vikas Hegde recorded regarding Sexual Assault.,victim.731@ksp-citizen.in,Mild,MR731,Belagavi District General Hospital,Safe & Recovered,9876210731,Aadhaar-4731-1731
VIC00732,KSP/DIS019/2026/00732,Bhavya Shetty,Female,32,9876110732,"Dharwad Traffic PS Sector 3, Dharwad",IT Software Engineer,Minor Contusion,Statement of Bhavya Shetty recorded regarding POCSO.,victim.732@ksp-citizen.in,Mild,MR732,Dharwad District General Hospital,Safe & Recovered,9876210732,Aadhaar-4732-1732
VIC00733,KSP/DIS020/2026/00733,Imran Bhat,Male,33,9876110733,"Hubballi City Town PS Sector 4, Hubballi City",Business Owner,Minor Contusion,Statement of Imran Bhat recorded regarding Domestic Violence.,victim.733@ksp-citizen.in,Mild,MR733,Hubballi City District General Hospital,Safe & Recovered,9876210733,Aadhaar-4733-1733
VIC00734,KSP/DIS021/2026/00734,Ajay Deshmukh,Male,34,9876110734,"Gadag Central PS Sector 5, Gadag",IT Software Engineer,Minor Contusion,Statement of Ajay Deshmukh recorded regarding Illegal Weapons.,victim.734@ksp-citizen.in,Mild,MR734,Gadag District General Hospital,Safe & Recovered,9876210734,Aadhaar-4734-1734
VIC00735,KSP/DIS022/2026/00735,Ananya Joshi,Female,35,9876110735,"Haveri Cyber Crime PS Sector 1, Haveri",Business Owner,Minor Contusion,Statement of Ananya Joshi recorded regarding Drug Trafficking.,victim.735@ksp-citizen.in,Mild,MR735,Haveri District General Hospital,Safe & Recovered,9876210735,Aadhaar-4735-1735
VIC00736,KSP/DIS023/2026/00736,Deepak Naik,Male,36,9876110736,"Vijayapura Traffic PS Sector 2, Vijayapura",IT Software Engineer,Minor Contusion,Statement of Deepak Naik recorded regarding Human Trafficking.,victim.736@ksp-citizen.in,Mild,MR736,Vijayapura District General Hospital,Safe & Recovered,9876210736,Aadhaar-4736-1736
VIC00737,KSP/DIS024/2026/00737,Sanjay Iyengar,Male,37,9876110737,"Bagalkote Town PS Sector 3, Bagalkote",Business Owner,Minor Contusion,Statement of Sanjay Iyengar recorded regarding Gambling.,victim.737@ksp-citizen.in,Mild,MR737,Bagalkote District General Hospital,Safe & Recovered,9876210737,Aadhaar-4737-1737
VIC00738,KSP/DIS025/2026/00738,Pooja Gowda,Female,38,9876110738,"Kalaburagi Central PS Sector 4, Kalaburagi",IT Software Engineer,Minor Contusion,Statement of Pooja Gowda recorded regarding Wildlife Crime.,victim.738@ksp-citizen.in,Mild,MR738,Kalaburagi District General Hospital,Safe & Recovered,9876210738,Aadhaar-4738-1738
VIC00739,KSP/DIS026/2026/00739,Santosh Patil,Male,39,9876110739,"Bidar Cyber Crime PS Sector 5, Bidar",Business Owner,Minor Contusion,Statement of Santosh Patil recorded regarding Forest Crime.,victim.739@ksp-citizen.in,Mild,MR739,Bidar District General Hospital,Safe & Recovered,9876210739,Aadhaar-4739-1739
VIC00740,KSP/DIS027/2026/00740,Ramesh Kumar,Male,40,9876110740,"Raichur Traffic PS Sector 1, Raichur",IT Software Engineer,Minor Contusion,Statement of Ramesh Kumar recorded regarding Terror Related Activity.,victim.740@ksp-citizen.in,Mild,MR740,Raichur District General Hospital,Safe & Recovered,9876210740,Aadhaar-4740-1740
VIC00741,KSP/DIS028/2026/00741,Sunita Rao,Female,41,9876110741,"Koppal Town PS Sector 2, Koppal",Business Owner,Minor Contusion,Statement of Sunita Rao recorded regarding Corruption.,victim.741@ksp-citizen.in,Mild,MR741,Koppal District General Hospital,Safe & Recovered,9876210741,Aadhaar-4741-1741
VIC00742,KSP/DIS029/2026/00742,Vijay Sharma,Male,42,9876110742,"Yadgir Central PS Sector 3, Yadgir",IT Software Engineer,Minor Contusion,Statement of Vijay Sharma recorded regarding Economic Offence.,victim.742@ksp-citizen.in,Mild,MR742,Yadgir District General Hospital,Safe & Recovered,9876210742,Aadhaar-4742-1742
VIC00743,KSP/DIS030/2026/00743,Manjunath Nair,Male,43,9876110743,"Ballari Cyber Crime PS Sector 4, Ballari",Business Owner,Minor Contusion,Statement of Manjunath Nair recorded regarding White Collar Crime.,victim.743@ksp-citizen.in,Mild,MR743,Ballari District General Hospital,Safe & Recovered,9876210743,Aadhaar-4743-1743
VIC00744,KSP/DIS031/2026/00744,Meena Verma,Female,44,9876110744,"Vijayanagara (Hospete) Traffic PS Sector 5, Vijayanagara (Hospete)",IT Software Engineer,Minor Contusion,Statement of Meena Verma recorded regarding Smuggling.,victim.744@ksp-citizen.in,Mild,MR744,Vijayanagara (Hospete) District General Hospital,Safe & Recovered,9876210744,Aadhaar-4744-1744
VIC00745,KSP/DIS001/2026/00745,Anil Reddy,Male,45,9876110745,"Indiranagar Police Station Sector 1, Bengaluru Urban",Business Owner,Minor Contusion,Statement of Anil Reddy recorded regarding Extortion.,victim.745@ksp-citizen.in,Mild,MR745,Bengaluru Urban District General Hospital,Safe & Recovered,9876210745,Aadhaar-4745-1745
VIC00746,KSP/DIS002/2026/00746,Sunil Khan,Male,46,9876110746,"Bengaluru Rural Central PS Sector 2, Bengaluru Rural",IT Software Engineer,Minor Contusion,Statement of Sunil Khan recorded regarding Blackmail.,victim.746@ksp-citizen.in,Mild,MR746,Bengaluru Rural District General Hospital,Safe & Recovered,9876210746,Aadhaar-4746-1746
VIC00747,KSP/DIS003/2026/00747,Bhavya Mehta,Female,47,9876110747,"Ramanagara Cyber Crime PS Sector 3, Ramanagara",Business Owner,Minor Contusion,Statement of Bhavya Mehta recorded regarding Counterfeit Currency.,victim.747@ksp-citizen.in,Mild,MR747,Ramanagara District General Hospital,Safe & Recovered,9876210747,Aadhaar-4747-1747
VIC00748,KSP/DIS004/2026/00748,Ganesh Kulkarni,Male,48,9876110748,"Chikkaballapura Traffic PS Sector 4, Chikkaballapura",IT Software Engineer,Minor Contusion,Statement of Ganesh Kulkarni recorded regarding Fake Documents.,victim.748@ksp-citizen.in,Mild,MR748,Chikkaballapura District General Hospital,Safe & Recovered,9876210748,Aadhaar-4748-1748
VIC00749,KSP/DIS005/2026/00749,Nitin Hegde,Male,49,9876110749,"Kolar Town PS Sector 5, Kolar",Business Owner,Minor Contusion,Statement of Nitin Hegde recorded regarding Hit and Run.,victim.749@ksp-citizen.in,Mild,MR749,Kolar District General Hospital,Safe & Recovered,9876210749,Aadhaar-4749-1749
VIC00750,KSP/DIS006/2026/00750,Ananya Shetty,Female,50,9876110750,"Tumakuru Central PS Sector 1, Tumakuru",IT Software Engineer,Minor Contusion,Statement of Ananya Shetty recorded regarding Road Accident.,victim.750@ksp-citizen.in,Mild,MR750,Tumakuru District General Hospital,Safe & Recovered,9876210750,Aadhaar-4750-1750
VIC00751,KSP/DIS007/2026/00751,Vikas Bhat,Male,51,9876110751,"Shivamogga Cyber Crime PS Sector 2, Shivamogga",Business Owner,Minor Contusion,Statement of Vikas Bhat recorded regarding Fire Incident.,victim.751@ksp-citizen.in,Mild,MR751,Shivamogga District General Hospital,Safe & Recovered,9876210751,Aadhaar-4751-1751
VIC00752,KSP/DIS008/2026/00752,Rahul Deshmukh,Male,52,9876110752,"Chitradurga Traffic PS Sector 3, Chitradurga",IT Software Engineer,Minor Contusion,Statement of Rahul Deshmukh recorded regarding Unknown Dead Body.,victim.752@ksp-citizen.in,Mild,MR752,Chitradurga District General Hospital,Safe & Recovered,9876210752,Aadhaar-4752-1752
VIC00753,KSP/DIS009/2026/00753,Pooja Joshi,Female,53,9876110753,"Davanagere Town PS Sector 4, Davanagere",Business Owner,Minor Contusion,Statement of Pooja Joshi recorded regarding Suicide Investigation.,victim.753@ksp-citizen.in,Mild,MR753,Davanagere District General Hospital,Safe & Recovered,9876210753,Aadhaar-4753-1753
VIC00754,KSP/DIS010/2026/00754,Ajay Naik,Male,54,9876110754,"Mysuru Central PS Sector 5, Mysuru",IT Software Engineer,Minor Contusion,Statement of Ajay Naik recorded regarding Property Disputes.,victim.754@ksp-citizen.in,Mild,MR754,Mysuru District General Hospital,Safe & Recovered,9876210754,Aadhaar-4754-1754
